id,created_at,updated_at,address,code,end_time,latitude,longitude,name,start_time,penalty_cost,dx_code
13,1658896001132,1658896001227,"Tầng 4 TTTM Vincom Bà Triệu, 191 Bà Triệu, P. Lê Đại Hành, Q. Hai Bà Trưng, Hà Nội",C13,75600,21.0111389,105.8494609,VinMart Bà Triệu,28800,1000,62e0be802c553306621a18f2
14,1658896075258,1658896075303,"Tầng 2, TTTM Vincom Mega Mall Ocean Park, Kiêu Kỵ, Gia Lâm, Hà Nội, Việt Nam",C14,75600,20.9940838,105.9598746,VinMart Ocean Park,28800,1000,62e0beca2c553306621a1905
15,1658896108495,1658896108518,"Số 188 Phố Tây Sơn, Thị Trấn Phùng, Huyện Đan Phượng, Thành Phố Hà Nội",C15,75600,21.0836401,105.6725277,VinMart Đan Phượng,28800,1000,62e0beec2c553306621a1918
16,1658896206365,1658896206382,"Tòa nhà CT1A Khu Đô Thị Tân Tây Đô, Xã Tân Lập, Huyện Đan Phượng, TP Hà Nội",C16,75600,21.0741291,105.7007906,VinMart Hoài Đức,28800,1000,62e0bf4d2c553306621a192b
31,1658899834739,1658899834815,"123 Trịnh Công Sơn, Phường Nhật Tân, Quận Tây Hồ, Thành phố Hà Nội",C31,73800,21.0787166,105.81856,WinMart+ 123 Trịnh Công Sơn,27000,1200,62e0cd782c553306621a2495
32,1658899898181,1658899898208,"123 Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Thành phố Hà Nội",C32,73800,21.0635658,105.8314034,WinMart+ 123 Âu Cơ,27000,1200,62e0cdb92c553306621a24a8
33,1658899934739,1658899934786,"35B Xuân La, Phường Xuân La, Quận Tây Hồ, Thành phố Hà Nội",C33,73800,21.061832,105.8080094,WinMart+ 35B Xuân La,27000,1200,62e0cdde2c553306621a24bb
34,1658899959980,1658899959998,"133 Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Thành phố Hà Nội",C34,73800,21.0431521,105.8220466,WinMart+ 133 Thụy Khuê,27000,1200,62e0cdf72c553306621a24ce
35,1658899980225,1658899980238,"WinMart+ - 55 Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Thành phố Hà Nội",C35,73800,21.040864,105.827736,WinMart+ 55 Thụy Khuê,27000,1200,62e0ce0b2c553306621a24e1
36,1658900027622,1658900027641,"151 P. Trích Sài, Bưởi, Tây Hồ, Hà Nội, Việt Nam",C36,73800,21.0512115,105.8129883,WinMart+ 151 Trích Sài,27000,1200,62e0ce3b2c553306621a24f4
37,1658900062846,1658900062863,"47 Phó Đức Chính, Trúc Bạch, Ba Đình, Hà Nội, Việt Nam",C37,73800,21.048936,105.841036,WinMart+ 47 Phó Đức Chính,27000,1200,62e0ce5e2c553306621a2507
38,1658900091895,1658900091914,"50 Đ. Nguyễn Hoàng Tôn, Xuân La, Từ Liêm, Hà Nội, Việt Nam",C38,73800,21.0715449,105.8064137,WinMart+ 50 Nguyễn Hoàng Tôn,27000,1200,62e0ce7b2c553306621a251a
39,1658900200002,1658900200095,"18B Nguyễn Biểu, Phường Quán Thánh, Quận Ba Đình, Thành phố Hà Nội",C39,73800,21.0415902,105.8399122,WinMart+ 18B Nguyễn Biểu,27000,1200,62e0cee72c553306621a252d
40,1658900279341,1658900279355,"140 Đốc Ngữ, Phường Vĩnh Phúc, Quận Ba Đình, Thành phố Hà Nội",C40,73800,21.0382448,105.8128237,WinMart+ 140 Đốc Ngữ,27000,1200,62e0cf362c553306621a2540
41,1658900438946,1658900438980,"69 Vạn Bảo, Phường Liễu Giai, Quận Ba Đình, Thành phố Hà Nội",C41,73800,21.0333895,105.8170932,WinMart+ 69 Vạn Bảo,27000,1200,62e0cfd62c553306621a2553
42,1658900561570,1658900561587,"20 Nguyễn Thiếp, Phường Nguyễn Trung Trực, Quận Ba Đình, Thành phố Hà Nội",C42,74700,21.040892,105.8490093,WinMart+ 20 Nguyễn Thiếp,27900,1100,62e0d0502c553306621a26b9
43,1658900594596,1658900594615,"27 Phạm Hồng Thái, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội",C43,74700,21.0435916,105.8449674,WinMart+ 27 Phạm Hồng Thái,27900,1100,62e0d0722c553306621a26cc
44,1658900616962,1658900616984,"28 Nguyễn Thái Học, Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội",C44,74700,21.0292717,105.8405698,WinMart+28 Nguyễn Thái Học,27900,1100,62e0d0882c553306621a26df
45,1658900660654,1658900660668,"575 La Thành, Phường Thành Công, Quận Ba Đình, Thành phố Hà Nội",C45,74700,21.0237555,105.8171405,WinMart+ 575 La Thành,27900,1100,62e0d0b42c553306621a26f2
46,1658900699955,1658900699965,"20 Nghĩa Dũng, Phường Phúc Xá, Quận Ba Đình, Thành phố Hà Nội",C46,74700,21.0488103,105.8456755,WinMart+ 20 Nghĩa Dũng,27900,1100,62e0d0db2c553306621a2705
47,1658900735251,1658900735275,"31 Tân Ấp, Phường Phúc Xá, Quận Ba Đình, Thành phố Hà Nội",C47,74700,21.0460677,105.8462736,WinMart+ 31 Tân Ấp,27900,1100,62e0d0fe2c553306621a2718
48,1658900780278,1658900780307,"104C Ngọc Hà, Phường Đội Cấn, Quận Ba Đình, Thành phố Hà Nội",C48,74700,21.0373032,105.8309626,WinMart+ 104C Ngọc Hà,27900,1100,62e0d12b2c553306621a272b
49,1658900795981,1658900796000,"93 Ngõ Núi Trúc, Phường Kim Mã, Quận Ba Đình, Thành phố Hà Nội",C49,74700,21.0304473,105.824861,WinMart+ 93 Ngõ Núi Trúc,27900,1100,62e0d13b2c553306621a273e
50,1658900836325,1658900836349,"38 Linh Lang, Phường Cống Vị, Quận Ba Đình, Thành phố Hà Nội",C50,74700,21.0360361,105.8104245,WinMart+ 38 Linh Lang,27900,1100,62e0d1632c553306621a2751
51,1658900869966,1658900869976,"29A Nguyễn Công Hoan, Phường Ngọc Khánh, Quận Ba Đình, Thành phố Hà Nội",C51,74700,21.0272409,105.8145485,WinMart+ 29A Nguyễn Công Hoan,27900,1100,62e0d1852c553306621a2764
52,1658901032505,1658901032529,"26B Hòe Nhai, Phường Nguyễn Trung Trực, Quận Ba Đình, Thành phố Hà Nội",C52,74700,21.0412286,105.8462804,WinMart+ 26B Hòe Nhai,27900,1100,62e0d2272c553306621a2777
53,1658901064071,1658901064085,"102 Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội",C53,74700,21.0165329,105.805732,WinMart+ 102 Nguyễn Chí Thanh,27900,1100,62e0d2472c553306621a278a
54,1658901094509,1658901094527,"224 P. Khâm Thiên, Khâm Thiên, Đống Đa, Hà Nội, Việt Nam",C54,74700,21.0193059,105.8351354,WinMart+ 224 Khâm Thiên,27900,1100,62e0d2662c553306621a279d
55,1658901135796,1658901135823,"116 Đ. La Thành, Chợ Dừa, Đống Đa, Hà Nội, Việt Nam",C55,74700,21.0200618,105.8282171,WinMart+ 116 Đê La Thành,27900,1100,62e0d28f2c553306621a27b0
56,1658901160485,1658901160503,"80 P. Nguyễn Phúc Lai, Chợ Dừa, Đống Đa, Hà Nội, Việt Nam",C56,74700,21.0198406,105.8213076,WinMart+ 80 Nguyễn Phúc Lai,27900,1100,62e0d2a72c553306621a27c3
57,1658901193995,1658901194011,"1132 Đường Láng, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội",C57,74700,21.0252216,105.7986565,WinMart+ 1132 Đường Láng,27900,1100,62e0d2c92c553306621a27d6
58,1658901229727,1658901229738,"169 Đặng Tiến Đông, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội",C58,74700,21.0136536,105.8222912,WinMart+ 169 Đặng Tiến Đông,27900,1100,62e0d2ed2c553306621a27e9
59,1658901254549,1658901254567,"11 Ngô Sĩ Liên, Phường Văn Miếu, Quận Đống Đa, Thành phố Hà Nội",C59,74700,21.0275313,105.8389718,WinMart+ 11 Ngô Sĩ Liên,27900,1100,62e0d3062c553306621a27fc
60,1658901306391,1658901306402,"17B P. Đoàn Thị Điểm, Quốc Tử Giám, Đống Đa, Hà Nội, Việt Nam",C60,74700,21.0260252,105.8326648,WinMart+ 17B Đoàn Thị Điểm,27900,1100,62e0d3392c553306621a280f
62,1658972367482,1658972367490,"Tổ hợp nhà đa năng, ở 28 tầng, Trần Đăng Ninh, Làng Quốc tế Thăng Long, Cầu Giấy, Hà Nội, Việt Nam",C62,73800,21.0382547,105.7940821,WinMart Thăng Long,27000,1200,62e1e8cfa8246413de0ab5b5
63,1658972443015,1658972443026,"Ng. 72 Nguyễn Trãi, Thượng Đình, Thanh Xuân, Hà Nội, Việt Nam",C63,73800,21.0037001,105.816549,WinMart Royal City,27000,1200,62e1e91aa8246413de0ab5c8
64,1658972504182,1658972504195,"1 P.Trung Hòa, Trung Hoà, Cầu Giấy, Hà Nội, Việt Nam",C64,73800,21.0138383,105.8018324,WinMart Trung Yên,27000,1200,62e1e957a8246413de0ab5db
65,1658972536535,1658972536543,"27 Lý Thái Tổ, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",C65,73800,21.0294597,105.8554743,WinMart Lý Thái Tổ,27000,1200,62e1e978a8246413de0ab5ee
66,1658972579624,1658972579632,"TTTM Thiên Sơn Plaza, 89 Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",C66,73800,21.0283527,105.7688296,WinMart Lê Đức Thọ,27000,1200,62e1e9a3a8246413de0ab601
67,1658972665186,1658972665206,"1 Nguyễn Huy Tưởng, Thanh Xuân Trung, Thanh Xuân, Hà Nội, Việt Nam",C67,73800,20.999531,105.8074389,WinMart Vũ Trọng Phụng,27000,1200,62e1e9f8a8246413de0ab614
68,1658972713193,1658972713202,"HH2 - Meco Complex, Tầng 1, Toà, Ng. 102 Trường Chinh, Phương Đình, Đống Đa, Hà Nội, Việt Nam",C68,73800,20.9999732,105.8363229,WinMart Trường Chinh,27000,1200,62e1ea28a8246413de0ab627
69,1658972743346,1658972743357,"19 Trúc Khê, Phường Láng Hạ, Quận Đống Đa, Hà Nội",C69,73800,21.0157246,105.8082071,WinMart Trúc Khê,27000,1200,62e1ea47a8246413de0ab63a
70,1658972892783,1658972892790,"689 Đ. Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội, Việt Nam",C70,73800,21.077955,105.8152239,WinMart Nhật Tân,27000,1200,62e1eadca8246413de0ab64d
71,1658972953179,1658972953192,"P. Văn Tân, Khu đô thị Tây Nam Linh Đàm, Hoàng Mai, Hà Nội, Việt Nam",C71,73800,20.9637169,105.8235546,WinMart Linh Đàm,27000,1200,62e1eb18a8246413de0ab660
72,1658973014266,1658973014271,"TTTM Vincom Plaza SkyLake, Khu đô thị mới Cầu Giấy, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",C72,73800,21.0199991,105.7809501,WinMart VCPLZ HNI Skylake,27000,1200,62e1eb55a8246413de0ab673
73,1658973074908,1658973074918,"Tầng 2, TTTM Vincom Center Trần duy Hưng, đường Trần Duy Hưng, Trung Hòa, Cầu Giấy, Hà Nội",C73,73800,21.0062226,105.7952365,WinMart VCC HNI Trần Duy Hưng,27000,1200,62e1eb92a8246413de0ab686
74,1658973113874,1658973113883,"Ngõ 28 Đường Xuân La, phường Xuân La, quận Tây Hồ, Hà Nội",C74,73800,21.0652141,105.8077605,WinMart Xuân La,27000,1200,62e1ebb9a8246413de0ab699
75,1658973184014,1658973184021,"Tầng hầm B1 - TTTM Vincom Bắc Từ Liêm. Số 234 Phạm Văn Đồng, P. Cổ Nhuế 1, Quận Bắc Từ Liêm, Thành Phố Hà Nội",C75,73800,21.0530292,105.7800956,WinMart Bắc Từ Liêm,27000,1200,62e1ebffa8246413de0ab6ac
76,1658973245821,1658973245842,"A1 Vinhomes Gardenia, đường Hàm Nghi, Phường Cầu Diễn, Quận Nam Từ Liêm, Thành Phố Hà Nội",C76,73800,21.0359641,105.7600969,WinMart Gardenia,27000,1200,62e1ec3da8246413de0ab6bf
77,1658973318666,1658973318680,"Toà CT1a khu Đô thị Xala, Khu đô thị Xa La, Phúc La, Hà Đông, Hà Nội",C77,73800,20.9640178,105.7919202,WinMart Hà Đông,27000,1200,62e1ec86a8246413de0ab6d2
78,1658973896697,1658973896707,"Chung cư CT1, Ao Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",C78,73800,21.0190152,105.8269878,WinMart Hoàng Cầu,27000,1200,62e1eec8a8246413de0ab6e5
79,1658973954531,1658973954542,"Trung tâm thương mại Center Long Biên, Phường Việt Hưng, Quận Long Biên, Thành Phố Hà Nội",C79,73800,21.0575538,105.9024322,WinMart Long Biên,27000,1200,62e1ef02a8246413de0ab6f8
80,1658974170704,1658974170712,"T8, 458 Đường Minh Khai, Khu đô thị Times City, phường Vĩnh Tuy, quận Hai Bà Trưng, thành phố Hà Nội",C80,73800,20.9939208,105.8695352,WinMart Times City,27000,1200,62e1efdaa8246413de0ab70b
81,1658974258169,1658974258194,"TTTM Ocean Mall, P. Hoàng Đạo Thúy, Trung Hoà, Cầu Giấy, Hà Nội, Việt Nam",C81,73800,21.0070457,105.8029953,WinMart Trung Hòa,27000,1200,62e1f031a8246413de0ab71e
82,1658974325865,1658974325873,"Sun Plaza Thụy Khuê, Số nhà 69B đường Thụy Khuê, P. Thụy Khuê, Q. Tây Hồ, TP. Hà Nội",C82,73800,21.0404572,105.8264387,WinMart Thụy Khuê,27000,1200,62e1f075a8246413de0ab731
83,1658974346276,1658974346286,"Số 3 Lương Yên, Phường Bạch Đằng, Quận Hai Bà Trưng, TP. Hà Nội",C83,73800,21.011644,105.8627332,WinMart Lương Yên,27000,1200,62e1f089a8246413de0ab744
84,1658974549104,1658974549114,"Tầng 1, tòa CT2, Khu đô thị Gamuda Gardens, Phường Trần Phú, Quận Hoàng Mai, Thành Phố Hà Nội",C84,73800,20.9731409,105.8797607,WinMart Yên Sở,27000,1200,62e1f154a8246413de0ab757
85,1658974612552,1658974612559,"Tầng 1&2, Tòa nhà Skypark, số 2 Tôn Thất Thuyết, phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành Phố Hà Nội",C85,73800,21.026881,105.7865155,WinMart HNI Cầu Giấy,27000,1200,62e1f194a8246413de0ab76a
86,1658974645606,1658974645613,"Số 208L Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",C86,73800,20.99352,105.8316225,WinMart+ 208L Lê Trọng Tấn,27000,1200,62e1f1b5a8246413de0ab77d
93,1658974830659,1658974830671,"Số 23 P. Gia Ngư, Hàng Bạc, Hoàn Kiếm, Hà Nội, Việt Nam",C93,73800,21.0331231,105.8527578,WinMart+ 23 Gia Ngư,27000,1200,62e1f26ea8246413de0ab802
94,1658974890535,1658974890543,"Ga Hà Nội, 120 Đường Lê Duẩn, Văn Miếu, Đống Đa, Hà Nội",C94,73800,21.0242529,105.841029,WinMart+ 120 Lê Duẩn (Ga Hà Nội),27000,1200,62e1f2aaa8246413de0ab815
95,1658974933296,1658974933308,"384 Đ. Bạch Đằng, Chương Dương, Hoàn Kiếm, Hà Nội, Việt Nam",C95,73800,21.0218524,105.8627467,WinMart+ 384 Bạch Đằng,27000,1200,62e1f2d5a8246413de0ab828
96,1658974955608,1658974955633,"95 P. Lý Nam Đế, Cửa Đông, Hoàn Kiếm, Hà Nội, Việt Nam",C96,73800,21.0305564,105.8441616,WinMart+ 95 Lý Nam Đế,27000,1200,62e1f2eba8246413de0ab83b
98,1658975030992,1658975030998,"8 Phố Lê Văn Linh, Hàng Mã, Hoàn Kiếm, Hà Nội",C98,73800,21.037465,105.845865,WinMart+ Số 8 Lê Văn Linh,27000,1200,62e1f336a8246413de0ab861
101,1658975366457,1658975366467,"WinMart+ - BT4-B-1.3-7, Khu đô thị mới Đặng Xá II, Đặng Xá, Gia Lâm, Hà Nội",C101,73800,21.0287612,105.9611748,"WinMart+ Khu đô thị mới, Gia Lâm",27000,1200,62e1f486a8246413de0ab89a
102,1658975432297,1658975432306,"56B Đinh Tiên Hoàng, Phường Ngô Quyền, Thị xã Sơn Tây, Thành phố Hà Nội",C102,73800,21.1429395,105.5029561,"WinMart+ Đinh Tiên Hoàng, Sơn Tây",27000,1200,62e1f4c8a8246413de0ab8ad
103,1658975450666,1658975450675,"284 Tựu Liệt, Xã Tam Hiệp, Huyện Thanh Trì, Thành phố Hà Nội",C103,73800,20.9530705,105.8338115,"WinMart+ - 284 Tựu Liệt, Tam Hiệp, Thanh Trì",27000,1200,62e1f4daa8246413de0ab8c0
109,1658975931319,1658975931327,"WinMart+ - 543 Thanh Lương, Xã Bích Hòa, Huyện Thanh Oai, Thành phố Hà Nội",C109,73800,20.9093072,105.7622588,"WinMart+ - 543 Thanh Lương, Bích Hòa, Thanh Oai",27000,1200,62e1f6bba8246413de0ab932
110,1658975949034,1658975949042,"WinMart+ 95 Ba Thá, Ứng Hòa",C110,73800,20.8066279,105.7098129,WinMart+ 95 Ba Thá,27000,1200,62e1f6cca8246413de0ab945
111,1658975967990,1658975968000,"85 Lê Lợi, TT. Vân Đình, Ứng Hòa, Hà Nội",C111,73800,20.7337728,105.7704551,"Vimart+ 85 Lê Lợi, Vân Đình, Ứng Hòa",27000,1200,62e1f6dfa8246413de0ab958
117,1658976065812,1658976065819,"WinMart+ - Thôn Đào Xuyên, Xã Đa Tốn, Huyện Gia Lâm, Thành phố Hà Nội",C117,73800,20.9903667,105.9310669,"WinMart+ Đào Xuyên, Đa Tốn, Gia Lâm",27000,1200,62e1f741a8246413de0ab9ca
119,1658976098393,1658976098403,"WinMart+ - 175 An Dương, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội",C119,73800,21.0552746,105.8373475,WinMart+ 175 An Dương,27000,1200,62e1f762a8246413de0ab9f0
120,1658976120928,1658976120938,WinMart+ 612A Lạc Long Quân,C120,73800,21.067045,105.810878,WinMart+ 612A Lạc Long Quân,27000,1200,62e1f778a8246413de0aba03
121,1658976515279,1658976515293,"Ngách 6 Ng. 15 An D. Vương, Phú Thượng, Tây Hồ, Hà Nội, Việt Nam",C121,73800,21.0869945,105.8146509,WinMart+ Packexim,27000,1200,62e1f902a8246413de0aba16
122,1658976556859,1658976556867,"443 Đội Cấn, Vĩnh Phú, Ba Đình, Hà Nội, Việt Nam",C122,73800,21.0380512,105.8106722,WinMart+ Đội Cấn,27000,1200,62e1f92ca8246413de0aba29
123,1658976582740,1658976582750,"66 Đặng Tiến Đông, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội",C123,73800,21.0159499,105.8197992,WinMart+ 66 Đặng Tiến Đông,27000,1200,62e1f946a8246413de0aba3c
124,1658976667459,1658976667471,"158 P. Thái Thịnh, Thịnh Quang, Đống Đa, Hà Nội, Việt Nam",C124,79200,21.012307,105.816945,WinMart+ 158 Thái Thịnh,28800,1250,62e1f99ba8246413de0aba4f
125,1658976752772,1658976752783,"71 Khương Thượng, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội",C125,79200,21.0049958,105.8258012,WinMart+ 71 Khương Thượng,28800,1250,62e1f9f0a8246413de0aba62
126,1658976781373,1658976781392,"8 P. Vọng, Phương Đình, Đống Đa, Hà Nội, Việt Nam",C126,79200,20.9995764,105.8417809,WinMart+ 6-8 Phố Vọng,28800,1250,62e1fa0da8246413de0aba75
127,1658976810175,1658976810184,"281 Phố Khâm Thiên, Ô Chợ Dừa, Đống Đa, Hà Nội",C127,79200,21.019094,105.830857,WinMart+ 281 Khâm Thiên,28800,1250,62e1fa29a8246413de0aba88
128,1658976847234,1658976847241,"150 Nguyễn Lương Bằng, Quang Trung, Đống Đa, Hà Nội, Việt Nam",C128,79200,21.0156452,105.8280662,WinMart+ 150 Nguyễn Lương Bằng,28800,1250,62e1fa4ea8246413de0aba9b
129,1658976875215,1658976875222,"19 P. Lương Định Của, Kim Liên, Đống Đa, Hà Nội, Việt Nam",C129,79200,21.0062934,105.8355421,WinMart+ 19 Lương Đình Của,28800,1250,62e1fa6aa8246413de0abaae
130,1658976902113,1658976902121,"166 P. Kim Hoa, Phương Liên, Đống Đa, Hà Nội, Việt Nam",C130,79200,21.0111212,105.8378198,WinMart+ 166 Kim Hoa,28800,1250,62e1fa85a8246413de0abac1
131,1658976927644,1658976927654,"129 P. Pháo Đài Láng, Láng Thượng, Đống Đa, Hà Nội, Việt Nam",C131,79200,21.0193939,105.805689,WinMart+ 129 Pháo Đài Láng,28800,1250,62e1fa9fa8246413de0abad4
132,1658976957981,1658976957990,"Số 37 phố P. Vũ Ngọc Phan, Láng Hạ, Đống Đa, Hà Nội, Việt Nam",C132,79200,21.0141774,105.8108406,WinMart+ 37 Vũ Ngọc Phan,28800,1250,62e1fabda8246413de0abae7
133,1658977001875,1658977001886,"28 P. Tôn Đức Thắng, Cát Linh, Đống Đa, Hà Nội, Việt Nam",C133,79200,21.0293688,105.8351715,WinMart+ 28 Tôn Đức Thắng,28800,1250,62e1fae9a8246413de0abafa
134,1658977029999,1658977030006,"43 P. Giảng Võ, Cát Linh, Đống Đa, Hà Nội, Việt Nam",C134,79200,21.0310366,105.829477,WinMart+ 43 Giảng Võ,28800,1250,62e1fb05a8246413de0abb0d
135,1658977057946,1658977057953,"52 P. Trung Kính, Trung Hoà, Cầu Giấy, Hà Nội, Việt Nam",C135,79200,21.0140179,105.7973584,WinMart+  Trung Kính,28800,1250,62e1fb21a8246413de0abb20
136,1658977084136,1658977084146,"46 P. Nguyễn Thị Định, Trung Hoà, Thanh Xuân, Hà Nội, Việt Nam",C136,79200,21.0101073,105.8045239,WinMart+ 46 Hạ Đình,28800,1250,62e1fb3ba8246413de0abb33
137,1658977113734,1658977113742,"208 P.Khương Trung, Khương Đình, Thanh Xuân, Hà Nội, Việt Nam",C137,79200,20.99025,105.817569,WinMart+ 208 Khương Trung,28800,1250,62e1fb59a8246413de0abb46
138,1658977139731,1658977139739,"122 P. Vọng, Phương Liệt, Hai Bà Trưng, Hà Nội, Việt Nam",C138,79200,20.996905,105.8427279,WinMart+ 122 Phố Vọng,28800,1250,62e1fb73a8246413de0abb59
139,1658978625617,1658978625639,"51 P. Quan Nhân, Nhân Chính, Thanh Xuân, Hà Nội, Việt Nam",C139,79200,21.0066857,105.8126327,WinMart+ Tòa Nhà 51 Quan Nhân,28800,1250,62e20140a8246413de0abb6c
140,1658978765916,1658978765941,"639 Phố Vũ Tông Phan, Khương Đình, Thanh Xuân, Hà Nội",C140,79200,20.98258,105.8167033,WinMart+ 639 Vũ Tông Phan,28800,1250,62e201cda8246413de0abb7f
141,1658978822874,1658978822881,"78 P. Nhân Hòa, Nhân Chính, Thanh Xuân, Hà Nội, Việt Nam",C141,79200,21.0021998,105.8083231,WinMart+ 78 Nhân Hòa,28800,1250,62e20206a8246413de0abb92
142,1658978847348,1658978847357,WinMart+ 232 Khương Đình,C142,79200,20.9925281,105.8134928,WinMart+ 232 Khương Đình,28800,1250,62e2021ea8246413de0abba5
143,1658978988846,1658978988853,"số 82 Đ. Nguyễn Tuân, Thanh Xuân Trung, Thanh Xuân, Hà Nội, Việt Nam",C143,79200,20.9966826,105.8053548,WinMart+ 82 Nguyễn Tuân,28800,1250,62e202aca8246413de0abbb8
144,1658979028855,1658979028865,"WinMart+ - Tòa nhà N07B2 - Khu đô thị mới Dịch Vọng, Thành Thái, Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội",C144,79200,21.0377821,105.7969492,WinMart+ N07B2 Dịch Vọng,28800,1250,62e202d4a8246413de0abbcb
145,1658979051063,1658979051069,"Số 17 phốTrần, P. Trần Quốc Hoàn, Dịch Vọng Hậu, Cầu Giấy, Hà Nội 11310, Việt Nam",C145,79200,21.0416664,105.7855364,WinMart+ 17 Trần Quốc Hoàn,28800,1250,62e202eaa8246413de0abbde
146,1658979070310,1658979070320,"90 Dương Quảng Hàm, Quan Hoa, Cầu Giấy, Hà Nội, Việt Nam",C146,79200,21.0352695,105.8003763,WinMart+ 90 Dương Quảng Hàm,28800,1250,62e202fea8246413de0abbf1
147,1658979091792,1658979091817,"WinMart+, 152 Phố Yên Hòa, Yên Hoà, Cầu Giấy, Hà Nội",C147,79200,21.0234101,105.7943758,WinMart+ 90 Dương Quảng Hàm,28800,1250,62e20313a8246413de0abc04
148,1658979141925,1658979141932,"ngõ 76 P. Mai Dịch, Mai Dịch, Cầu Giấy, Hà Nội 11309, Việt Nam",C148,79200,21.0412539,105.7750866,WinMart+ Ngõ 76 Mai Dịch,28800,1250,62e20345a8246413de0abc17
149,1658979160050,1658979160081,"165 P. Tô Hiệu, Dịch Vọng, Cầu Giấy, Hà Nội, Việt Nam",C149,79200,21.0415329,105.794327,WinMart+ Ngõ 76 Mai Dịch,28800,1250,62e20357a8246413de0abc2a
