id,product_id,quantity,weight,capacity,order_id
294,22,40,152.0,0.4,59
295,80,20,136.0,7.2,59
301,27,100,130.0,4.0,61
302,73,12,192.0,0.48,61
303,22,21,79.8,0.21,61
304,73,22,352.0,0.88,61
309,27,100,130.0,4.0,63
310,73,12,192.0,0.48,63
311,22,21,79.8,0.21,63
312,73,22,352.0,0.88,63
317,27,100,130.0,4.0,65
318,73,12,192.0,0.48,65
319,22,21,79.8,0.21,65
320,73,22,352.0,0.88,65
321,27,100,130.0,4.0,66
322,73,12,192.0,0.48,66
323,22,21,79.8,0.21,66
324,73,22,352.0,0.88,66
325,27,100,130.0,4.0,67
326,73,12,192.0,0.48,67
327,22,21,79.8,0.21,67
328,73,22,352.0,0.88,67
329,27,100,130.0,4.0,68
330,73,12,192.0,0.48,68
331,22,21,79.8,0.21,68
332,73,22,352.0,0.88,68
337,27,100,130.0,4.0,70
338,73,12,192.0,0.48,70
339,22,21,79.8,0.21,70
340,73,22,352.0,0.88,70
344,73,40,640.0,1.6,72
345,27,50,65.0,2.0,72
346,31,30,300.0,2.1,72
347,73,40,640.0,1.6,73
348,27,50,65.0,2.0,73
349,31,30,300.0,2.1,73
350,73,40,640.0,1.6,74
351,27,50,65.0,2.0,74
352,31,30,300.0,2.1,74
353,73,40,640.0,1.6,75
354,27,50,65.0,2.0,75
355,31,30,300.0,2.1,75
359,73,40,640.0,1.6,77
360,27,50,65.0,2.0,77
361,31,30,300.0,2.1,77
362,73,40,640.0,1.6,78
363,27,50,65.0,2.0,78
364,31,30,300.0,2.1,78
365,73,40,640.0,1.6,79
366,27,50,65.0,2.0,79
367,31,30,300.0,2.1,79
383,73,40,640.0,1.6,85
384,27,50,65.0,2.0,85
385,31,30,300.0,2.1,85
386,73,40,640.0,1.6,86
387,27,50,65.0,2.0,86
388,31,30,300.0,2.1,86
389,73,40,640.0,1.6,87
390,27,50,65.0,2.0,87
391,31,30,300.0,2.1,87
392,73,40,640.0,1.6,88
393,27,50,65.0,2.0,88
394,31,30,300.0,2.1,88
395,73,40,640.0,1.6,89
396,27,50,65.0,2.0,89
397,31,30,300.0,2.1,89
398,73,40,640.0,1.6,90
399,27,50,65.0,2.0,90
400,31,30,300.0,2.1,90
401,73,40,640.0,1.6,91
402,27,50,65.0,2.0,91
403,31,30,300.0,2.1,91
404,73,40,640.0,1.6,92
405,27,50,65.0,2.0,92
406,31,30,300.0,2.1,92
407,73,40,640.0,1.6,93
408,27,50,65.0,2.0,93
409,31,30,300.0,2.1,93
422,73,40,640.0,1.6,98
423,27,50,65.0,2.0,98
424,31,30,300.0,2.1,98
425,73,40,640.0,1.6,99
426,27,50,65.0,2.0,99
427,31,30,300.0,2.1,99
428,73,40,640.0,1.6,100
429,27,50,65.0,2.0,100
430,31,30,300.0,2.1,100
431,73,40,640.0,1.6,101
432,27,50,65.0,2.0,101
433,31,30,300.0,2.1,101
443,73,40,640.0,1.6,105
444,27,50,65.0,2.0,105
445,31,30,300.0,2.1,105
446,73,40,640.0,1.6,106
447,27,50,65.0,2.0,106
448,31,30,300.0,2.1,106
449,73,40,640.0,1.6,107
450,27,50,65.0,2.0,107
451,31,30,300.0,2.1,107
458,73,40,640.0,1.6,110
459,27,50,65.0,2.0,110
460,31,30,300.0,2.1,110
464,73,40,640.0,1.6,112
465,27,50,65.0,2.0,112
466,31,30,300.0,2.1,112
473,73,40,640.0,1.6,115
474,27,50,65.0,2.0,115
475,31,30,300.0,2.1,115
479,73,40,640.0,1.6,117
480,27,50,65.0,2.0,117
481,31,30,300.0,2.1,117
485,73,40,640.0,1.6,119
486,27,50,65.0,2.0,119
487,31,30,300.0,2.1,119
488,73,40,640.0,1.6,120
489,27,50,65.0,2.0,120
490,31,30,300.0,2.1,120
491,73,40,640.0,1.6,121
492,27,50,65.0,2.0,121
493,31,30,300.0,2.1,121
500,73,40,640.0,1.6,124
501,27,50,65.0,2.0,124
502,31,30,300.0,2.1,124
506,73,40,640.0,1.6,126
507,27,50,65.0,2.0,126
508,31,30,300.0,2.1,126
518,73,40,640.0,1.6,130
519,27,50,65.0,2.0,130
520,31,30,300.0,2.1,130
521,73,40,640.0,1.6,131
522,27,50,65.0,2.0,131
523,31,30,300.0,2.1,131
524,80,20,136.0,7.2,131
529,73,40,640.0,1.6,133
530,27,50,65.0,2.0,133
531,31,30,300.0,2.1,133
532,80,20,136.0,7.2,133
533,73,40,640.0,1.6,134
534,27,50,65.0,2.0,134
535,31,30,300.0,2.1,134
536,80,20,136.0,7.2,134
537,73,40,640.0,1.6,135
538,27,50,65.0,2.0,135
539,31,30,300.0,2.1,135
540,80,20,136.0,7.2,135
545,73,40,640.0,1.6,137
546,27,50,65.0,2.0,137
547,31,30,300.0,2.1,137
548,80,20,136.0,7.2,137
549,73,40,640.0,1.6,138
550,27,50,65.0,2.0,138
551,31,30,300.0,2.1,138
552,80,20,136.0,7.2,138
557,73,40,640.0,1.6,140
558,27,50,65.0,2.0,140
559,31,30,300.0,2.1,140
560,80,20,136.0,7.2,140
561,27,12,15.6,0.48,141
562,27,10,13.0,0.4,142
563,31,3,24.0,0.21,142
564,73,8,48.0,0.32,142
565,27,7,9.1,0.28,143
566,73,10,60.0,0.4,143
567,31,3,24.0,0.21,143
568,27,7,9.1,0.28,144
569,73,10,60.0,0.4,144
570,31,3,24.0,0.21,144
571,27,7,9.1,0.28,145
572,73,10,60.0,0.4,145
573,31,3,24.0,0.21,145
574,27,7,9.1,0.28,146
575,73,10,60.0,0.4,146
576,31,3,24.0,0.21,146
580,27,7,9.1,0.28,148
581,73,10,60.0,0.4,148
582,31,3,24.0,0.21,148
586,27,7,9.1,0.28,150
587,73,10,60.0,0.4,150
588,31,3,24.0,0.21,150
595,27,7,9.1,0.28,153
596,73,10,60.0,0.4,153
597,31,3,24.0,0.21,153
598,27,7,9.1,0.28,154
599,73,10,60.0,0.4,154
600,31,3,24.0,0.21,154
613,27,7,9.1,0.28,159
614,73,10,60.0,0.4,159
615,31,3,24.0,0.21,159
616,27,7,9.1,0.28,160
617,73,10,60.0,0.4,160
618,31,3,24.0,0.21,160
619,27,7,9.1,0.28,161
620,73,10,60.0,0.4,161
621,31,3,24.0,0.21,161
622,27,7,9.1,0.28,162
623,73,10,60.0,0.4,162
624,31,3,24.0,0.21,162
625,27,7,9.1,0.28,163
626,73,10,60.0,0.4,163
627,31,3,24.0,0.21,163
628,27,7,9.1,0.28,164
629,73,10,60.0,0.4,164
630,31,3,24.0,0.21,164
631,27,7,9.1,0.28,165
632,73,10,60.0,0.4,165
633,31,3,24.0,0.21,165
634,27,7,9.1,0.28,166
635,73,10,60.0,0.4,166
636,31,3,24.0,0.21,166
637,27,7,9.1,0.28,167
638,73,10,60.0,0.4,167
639,31,3,24.0,0.21,167
643,27,7,9.1,0.28,169
644,73,10,60.0,0.4,169
645,31,3,24.0,0.21,169
658,27,10,13.0,0.4,174
659,73,2,12.0,0.08,174
660,31,10,80.0,0.7,174
664,27,10,13.0,0.4,176
665,73,2,12.0,0.08,176
666,31,10,80.0,0.7,176
667,27,10,13.0,0.4,177
668,73,2,12.0,0.08,177
669,31,10,80.0,0.7,177
670,27,10,13.0,0.4,178
671,73,2,12.0,0.08,178
672,31,10,80.0,0.7,178
673,27,10,13.0,0.4,179
674,73,2,12.0,0.08,179
675,31,10,80.0,0.7,179
682,27,10,13.0,0.4,182
683,73,2,12.0,0.08,182
684,31,10,80.0,0.7,182
685,27,10,13.0,0.4,183
686,73,2,12.0,0.08,183
687,31,10,80.0,0.7,183
688,27,10,13.0,0.4,184
689,73,2,12.0,0.08,184
690,31,10,80.0,0.7,184
691,27,10,13.0,0.4,185
692,73,2,12.0,0.08,185
693,31,10,80.0,0.7,185
694,27,10,13.0,0.4,186
695,73,2,12.0,0.08,186
696,31,10,80.0,0.7,186
709,27,10,13.0,0.4,191
710,73,2,12.0,0.08,191
711,31,10,80.0,0.7,191
712,27,10,13.0,0.4,192
713,73,2,12.0,0.08,192
714,31,10,80.0,0.7,192
718,27,10,13.0,0.4,194
719,73,2,12.0,0.08,194
720,31,10,80.0,0.7,194
727,27,10,13.0,0.4,197
728,73,2,12.0,0.08,197
729,31,10,80.0,0.7,197
733,27,10,13.0,0.4,199
734,73,2,12.0,0.08,199
735,31,10,80.0,0.7,199
736,27,10,13.0,0.4,200
737,73,2,12.0,0.08,200
738,31,10,80.0,0.7,200
742,27,10,13.0,0.4,202
743,73,2,12.0,0.08,202
744,31,10,80.0,0.7,202
745,27,10,13.0,0.4,203
746,73,2,12.0,0.08,203
747,31,10,80.0,0.7,203
748,27,10,13.0,0.4,204
749,73,2,12.0,0.08,204
750,31,10,80.0,0.7,204
751,27,10,13.0,0.4,205
752,73,2,12.0,0.08,205
753,31,10,80.0,0.7,205
757,27,10,13.0,0.4,207
758,73,2,12.0,0.08,207
759,31,10,80.0,0.7,207
763,27,10,13.0,0.4,209
764,73,2,12.0,0.08,209
765,31,10,80.0,0.7,209
820,73,10,60.0,0.4,1
821,27,20,26.0,0.8,1
822,31,10,80.0,0.7,1
823,22,10,38.0,0.1,1
832,73,20,120.0,0.8,4
833,27,20,26.0,0.8,4
834,31,20,160.0,1.4,4
835,22,10,38.0,0.1,4
836,73,20,120.0,0.8,5
837,27,20,26.0,0.8,5
838,31,20,160.0,1.4,5
839,22,10,38.0,0.1,5
848,73,20,120.0,0.8,8
849,27,20,26.0,0.8,8
850,31,20,160.0,1.4,8
851,22,10,38.0,0.1,8
852,73,20,120.0,0.8,9
853,27,20,26.0,0.8,9
854,31,20,160.0,1.4,9
855,22,10,38.0,0.1,9
864,73,20,120.0,0.8,12
865,27,20,26.0,0.8,12
866,31,20,160.0,1.4,12
867,22,10,38.0,0.1,12
876,73,20,120.0,0.8,15
877,27,20,26.0,0.8,15
878,31,20,160.0,1.4,15
879,22,10,38.0,0.1,15
880,73,20,120.0,0.8,16
881,27,20,26.0,0.8,16
882,31,20,160.0,1.4,16
883,22,10,38.0,0.1,16
932,31,10,80.0,0.7,41
933,73,20,120.0,0.8,41
934,31,10,80.0,0.7,42
935,73,20,120.0,0.8,42
936,31,10,80.0,0.7,43
937,73,20,120.0,0.8,43
938,31,10,80.0,0.7,44
939,73,20,120.0,0.8,44
940,31,10,80.0,0.7,45
941,73,20,120.0,0.8,45
942,31,10,80.0,0.7,46
943,73,20,120.0,0.8,46
946,31,10,80.0,0.7,48
947,73,20,120.0,0.8,48
948,31,10,80.0,0.7,49
949,73,20,120.0,0.8,49
954,31,10,80.0,0.7,52
955,73,20,120.0,0.8,52
956,31,10,80.0,0.7,53
957,73,20,120.0,0.8,53
958,31,10,80.0,0.7,54
959,73,20,120.0,0.8,54
964,31,10,80.0,0.7,57
965,73,20,120.0,0.8,57
966,31,10,80.0,0.7,58
967,73,20,120.0,0.8,58
968,31,10,80.0,0.7,59
969,73,20,120.0,0.8,59
972,31,10,80.0,0.7,61
973,73,20,120.0,0.8,61
976,31,10,80.0,0.7,63
977,73,20,120.0,0.8,63
980,31,10,80.0,0.7,65
981,73,20,120.0,0.8,65
982,31,10,80.0,0.7,66
983,73,20,120.0,0.8,66
984,31,10,80.0,0.7,67
985,73,20,120.0,0.8,67
986,31,10,80.0,0.7,68
987,73,20,120.0,0.8,68
990,31,10,80.0,0.7,70
991,73,20,120.0,0.8,70
994,31,10,80.0,0.7,72
995,73,20,120.0,0.8,72
996,73,20,120.0,0.8,73
997,22,20,76.0,0.2,73
998,27,10,13.0,0.4,73
999,73,20,120.0,0.8,74
1000,22,20,76.0,0.2,74
1001,27,10,13.0,0.4,74
1002,73,20,120.0,0.8,75
1003,22,20,76.0,0.2,75
1004,27,10,13.0,0.4,75
1008,73,20,120.0,0.8,77
1009,22,20,76.0,0.2,77
1010,27,10,13.0,0.4,77
1011,73,20,120.0,0.8,78
1012,22,20,76.0,0.2,78
1013,27,10,13.0,0.4,78
1014,73,20,120.0,0.8,79
1015,22,20,76.0,0.2,79
1016,27,10,13.0,0.4,79
1032,73,40,240.0,1.6,85
1033,22,20,76.0,0.2,85
1034,27,10,13.0,0.4,85
1035,73,40,240.0,1.6,86
1036,22,20,76.0,0.2,86
1037,27,10,13.0,0.4,86
1038,73,40,240.0,1.6,87
1039,22,20,76.0,0.2,87
1040,27,10,13.0,0.4,87
1041,73,40,240.0,1.6,88
1042,22,20,76.0,0.2,88
1043,27,10,13.0,0.4,88
1044,73,40,240.0,1.6,89
1045,22,20,76.0,0.2,89
1046,27,10,13.0,0.4,89
1047,73,40,240.0,1.6,90
1048,22,20,76.0,0.2,90
1049,27,10,13.0,0.4,90
1050,73,40,240.0,1.6,91
1051,22,20,76.0,0.2,91
1052,27,10,13.0,0.4,91
1053,73,40,240.0,1.6,92
1054,22,20,76.0,0.2,92
1055,27,10,13.0,0.4,92
1056,73,40,240.0,1.6,93
1057,22,20,76.0,0.2,93
1058,27,10,13.0,0.4,93
1071,73,40,240.0,1.6,98
1072,22,20,76.0,0.2,98
1073,27,10,13.0,0.4,98
1074,73,40,240.0,1.6,99
1075,22,20,76.0,0.2,99
1076,27,10,13.0,0.4,99
1077,73,40,240.0,1.6,100
1078,22,20,76.0,0.2,100
1079,27,10,13.0,0.4,100
1080,73,40,240.0,1.6,101
1081,22,20,76.0,0.2,101
1082,27,10,13.0,0.4,101
1092,73,40,240.0,1.6,105
1093,22,20,76.0,0.2,105
1094,27,10,13.0,0.4,105
1095,27,10,13.0,0.4,106
1096,73,20,120.0,0.8,106
1097,31,20,160.0,1.4,106
1098,27,10,13.0,0.4,107
1099,73,20,120.0,0.8,107
1100,31,20,160.0,1.4,107
1107,27,10,13.0,0.4,110
1108,73,20,120.0,0.8,110
1109,31,20,160.0,1.4,110
1113,27,10,13.0,0.4,112
1114,73,20,120.0,0.8,112
1115,31,20,160.0,1.4,112
1122,27,10,13.0,0.4,115
1123,73,20,120.0,0.8,115
1124,31,20,160.0,1.4,115
1128,27,10,13.0,0.4,117
1129,73,20,120.0,0.8,117
1130,31,20,160.0,1.4,117
1134,27,10,13.0,0.4,119
1135,73,20,120.0,0.8,119
1136,31,20,160.0,1.4,119
1137,27,10,13.0,0.4,120
1138,73,20,120.0,0.8,120
1139,31,20,160.0,1.4,120
1140,27,10,13.0,0.4,121
1141,73,20,120.0,0.8,121
1142,31,20,160.0,1.4,121
1149,27,10,13.0,0.4,124
1150,73,20,120.0,0.8,124
1151,31,20,160.0,1.4,124
1155,27,10,13.0,0.4,126
1156,73,20,120.0,0.8,126
1157,31,20,160.0,1.4,126
1164,73,15,90.0,0.6,130
1165,31,20,160.0,1.4,130
1166,73,15,90.0,0.6,131
1167,31,20,160.0,1.4,131
1170,73,15,90.0,0.6,133
1171,31,20,160.0,1.4,133
1172,73,15,90.0,0.6,134
1173,31,20,160.0,1.4,134
1174,73,15,90.0,0.6,135
1175,31,20,160.0,1.4,135
1178,73,15,90.0,0.6,137
1179,31,20,160.0,1.4,137
1180,73,15,90.0,0.6,138
1181,31,20,160.0,1.4,138
1184,73,15,90.0,0.6,140
1185,31,20,160.0,1.4,140
1186,73,15,90.0,0.6,141
1187,31,20,160.0,1.4,141
1188,73,15,90.0,0.6,142
1189,31,20,160.0,1.4,142
1190,73,15,90.0,0.6,143
1191,31,20,160.0,1.4,143
1192,22,15,57.0,0.15,143
1193,73,15,90.0,0.6,144
1194,31,25,200.0,1.75,144
1195,22,15,57.0,0.15,144
1196,73,15,90.0,0.6,145
1197,31,25,200.0,1.75,145
1198,22,15,57.0,0.15,145
1199,73,15,90.0,0.6,146
1200,31,25,200.0,1.75,146
1201,22,15,57.0,0.15,146
1205,73,15,90.0,0.6,148
1206,31,25,200.0,1.75,148
1207,22,15,57.0,0.15,148
1211,73,15,90.0,0.6,150
1212,31,25,200.0,1.75,150
1213,22,15,57.0,0.15,150
1220,73,15,90.0,0.6,153
1221,31,25,200.0,1.75,153
1222,22,15,57.0,0.15,153
1223,73,15,90.0,0.6,154
1224,31,25,200.0,1.75,154
1225,22,15,57.0,0.15,154
1231,73,7,42.0,0.28,1
1232,31,10,80.0,0.7,1
1237,73,7,42.0,0.28,4
1238,31,10,80.0,0.7,4
1239,73,7,42.0,0.28,5
1240,31,10,80.0,0.7,5
1245,73,7,42.0,0.28,8
1246,31,10,80.0,0.7,8
1247,73,7,42.0,0.28,9
1248,31,10,80.0,0.7,9
1253,73,7,42.0,0.28,12
1254,31,10,80.0,0.7,12
1259,73,7,42.0,0.28,15
1260,31,10,80.0,0.7,15
1261,73,7,42.0,0.28,16
1262,31,10,80.0,0.7,16
1311,73,7,42.0,0.28,41
1312,31,8,64.0,0.56,41
1313,73,7,42.0,0.28,42
1314,31,8,64.0,0.56,42
1315,73,7,42.0,0.28,43
1316,31,8,64.0,0.56,43
1317,73,7,42.0,0.28,44
1318,31,8,64.0,0.56,44
1319,73,7,42.0,0.28,45
1320,31,8,64.0,0.56,45
1321,73,7,42.0,0.28,46
1322,31,8,64.0,0.56,46
1325,73,7,42.0,0.28,48
1326,31,8,64.0,0.56,48
1327,73,7,42.0,0.28,49
1328,31,8,64.0,0.56,49
1333,73,7,42.0,0.28,52
1334,31,8,64.0,0.56,52
1335,73,7,42.0,0.28,53
1336,31,8,64.0,0.56,53
1337,73,7,42.0,0.28,54
1338,31,8,64.0,0.56,54
1343,73,7,42.0,0.28,57
1344,31,8,64.0,0.56,57
1345,73,7,42.0,0.28,58
1346,31,8,64.0,0.56,58
1347,73,7,42.0,0.28,59
1348,31,8,64.0,0.56,59
1351,73,7,42.0,0.28,61
1352,31,8,64.0,0.56,61
1355,73,7,42.0,0.28,63
1356,31,8,64.0,0.56,63
1359,73,7,42.0,0.28,65
1360,31,8,64.0,0.56,65
1361,73,7,42.0,0.28,66
1362,31,8,64.0,0.56,66
1363,73,7,42.0,0.28,67
1364,31,8,64.0,0.56,67
1365,73,7,42.0,0.28,68
1366,31,8,64.0,0.56,68
1369,73,7,42.0,0.28,70
1370,31,8,64.0,0.56,70
1373,73,7,42.0,0.28,72
1374,31,8,64.0,0.56,72
1375,73,7,42.0,0.28,73
1376,31,8,64.0,0.56,73
1377,73,7,42.0,0.28,74
1378,31,8,64.0,0.56,74
1379,73,7,42.0,0.28,75
1380,31,8,64.0,0.56,75
1383,73,7,42.0,0.28,77
1384,31,8,64.0,0.56,77
1385,73,7,42.0,0.28,78
1386,31,8,64.0,0.56,78
1387,73,7,42.0,0.28,79
1388,31,8,64.0,0.56,79
1399,73,7,42.0,0.28,85
1400,31,8,64.0,0.56,85
1401,73,7,42.0,0.28,86
1402,31,8,64.0,0.56,86
1403,73,7,42.0,0.28,87
1404,31,8,64.0,0.56,87
1405,73,7,42.0,0.28,88
1406,31,8,64.0,0.56,88
1407,73,7,42.0,0.28,89
1408,31,8,64.0,0.56,89
1409,73,7,42.0,0.28,90
1410,31,8,64.0,0.56,90
1411,73,7,42.0,0.28,91
1412,31,8,64.0,0.56,91
1413,73,7,42.0,0.28,92
1414,31,8,64.0,0.56,92
1415,73,7,42.0,0.28,93
1416,31,8,64.0,0.56,93
1425,73,7,42.0,0.28,98
1426,31,8,64.0,0.56,98
1427,73,7,42.0,0.28,99
1428,31,8,64.0,0.56,99
1429,73,7,42.0,0.28,100
1430,31,8,64.0,0.56,100
1431,73,7,42.0,0.28,101
1432,31,8,64.0,0.56,101
1439,73,7,42.0,0.28,105
1440,31,8,64.0,0.56,105
1441,73,7,42.0,0.28,106
1442,31,8,64.0,0.56,106
1443,73,7,42.0,0.28,107
1444,31,8,64.0,0.56,107
1449,73,7,42.0,0.28,110
1450,31,8,64.0,0.56,110
1453,73,7,42.0,0.28,112
1454,31,8,64.0,0.56,112
1459,73,7,42.0,0.28,115
1460,31,8,64.0,0.56,115
1463,73,7,42.0,0.28,117
1464,31,8,64.0,0.56,117
1467,73,7,42.0,0.28,119
1468,31,8,64.0,0.56,119
1469,73,7,42.0,0.28,120
1470,31,8,64.0,0.56,120
1471,73,12,72.0,0.48,121
1472,31,7,56.0,0.49,121
1477,73,12,72.0,0.48,124
1478,31,7,56.0,0.49,124
1481,73,12,72.0,0.48,126
1482,31,7,56.0,0.49,126
1489,73,12,72.0,0.48,130
1490,31,7,56.0,0.49,130
1491,73,12,72.0,0.48,131
1492,31,7,56.0,0.49,131
1495,73,12,72.0,0.48,133
1496,31,7,56.0,0.49,133
1497,73,12,72.0,0.48,134
1498,31,7,56.0,0.49,134
1499,73,12,72.0,0.48,135
1500,31,7,56.0,0.49,135
1503,73,12,72.0,0.48,137
1504,31,7,56.0,0.49,137
1505,73,12,72.0,0.48,138
1506,31,7,56.0,0.49,138
1509,73,12,72.0,0.48,140
1510,31,7,56.0,0.49,140
1511,73,12,72.0,0.48,141
1512,31,7,56.0,0.49,141
1513,73,12,72.0,0.48,142
1514,31,7,56.0,0.49,142
1515,73,12,72.0,0.48,143
1516,31,7,56.0,0.49,143
1517,73,12,72.0,0.48,144
1518,31,7,56.0,0.49,144
1519,73,12,72.0,0.48,145
1520,31,7,56.0,0.49,145
1521,73,12,72.0,0.48,146
1522,31,7,56.0,0.49,146
1525,73,12,72.0,0.48,148
1526,31,7,56.0,0.49,148
1529,73,12,72.0,0.48,150
1530,31,7,56.0,0.49,150
1535,73,12,72.0,0.48,153
1536,31,7,56.0,0.49,153
1537,73,12,72.0,0.48,154
1538,31,7,56.0,0.49,154
1547,73,10,60.0,0.4,159
1548,31,5,40.0,0.35,159
1549,73,10,60.0,0.4,160
1550,31,5,40.0,0.35,160
1551,73,10,60.0,0.4,161
1552,31,5,40.0,0.35,161
1553,73,10,60.0,0.4,162
1554,31,5,40.0,0.35,162
1555,73,10,60.0,0.4,163
1556,31,5,40.0,0.35,163
1557,73,10,60.0,0.4,164
1558,31,5,40.0,0.35,164
1559,73,10,60.0,0.4,165
1560,31,5,40.0,0.35,165
1561,73,10,60.0,0.4,166
1562,31,5,40.0,0.35,166
1563,73,10,60.0,0.4,167
1564,31,5,40.0,0.35,167
1567,73,10,60.0,0.4,169
1568,31,5,40.0,0.35,169
1577,73,10,60.0,0.4,174
1578,31,5,40.0,0.35,174
1581,73,10,60.0,0.4,176
1582,31,5,40.0,0.35,176
1583,73,10,60.0,0.4,177
1584,31,5,40.0,0.35,177
1585,73,10,60.0,0.4,178
1586,31,5,40.0,0.35,178
1587,73,10,60.0,0.4,179
1588,31,5,40.0,0.35,179
1593,73,10,60.0,0.4,182
1594,31,5,40.0,0.35,182
1595,73,10,60.0,0.4,183
1596,31,5,40.0,0.35,183
1597,73,10,60.0,0.4,184
1598,31,5,40.0,0.35,184
1599,73,10,60.0,0.4,185
1600,31,5,40.0,0.35,185
1601,73,10,60.0,0.4,186
1602,31,5,40.0,0.35,186
1611,73,10,60.0,0.4,191
1612,31,5,40.0,0.35,191
1613,73,10,60.0,0.4,192
1614,31,5,40.0,0.35,192
1617,73,10,60.0,0.4,194
1618,31,5,40.0,0.35,194
1623,73,10,60.0,0.4,197
1624,31,5,40.0,0.35,197
1627,73,10,60.0,0.4,199
1628,31,5,40.0,0.35,199
1629,73,10,60.0,0.4,200
1630,31,5,40.0,0.35,200
1633,73,10,60.0,0.4,202
1634,31,5,40.0,0.35,202
1635,73,10,60.0,0.4,203
1636,31,5,40.0,0.35,203
1637,73,10,60.0,0.4,204
1638,31,5,40.0,0.35,204
1639,73,10,60.0,0.4,205
1640,31,5,40.0,0.35,205
1643,73,10,60.0,0.4,207
1644,31,5,40.0,0.35,207
1647,73,10,60.0,0.4,209
1648,31,5,40.0,0.35,209
1698,73,12,72.0,0.48,227
1699,22,12,45.6,0.12,227
1700,27,5,6.5,0.2,227
1701,73,12,72.0,0.48,228
1702,22,12,45.6,0.12,228
1703,27,5,6.5,0.2,228
1704,73,12,72.0,0.48,229
1705,22,12,45.6,0.12,229
1706,27,5,6.5,0.2,229
1707,73,12,72.0,0.48,230
1708,22,12,45.6,0.12,230
1709,27,5,6.5,0.2,230
1710,73,12,72.0,0.48,231
1711,22,12,45.6,0.12,231
1712,27,5,6.5,0.2,231
1719,73,12,72.0,0.48,234
1720,22,12,45.6,0.12,234
1721,27,5,6.5,0.2,234
1722,73,12,72.0,0.48,235
1723,22,12,45.6,0.12,235
1724,27,5,6.5,0.2,235
1734,73,12,72.0,0.48,239
1735,22,12,45.6,0.12,239
1736,27,5,6.5,0.2,239
