id,customer_id,time_service,time_loading,weight,capacity
420,341,300,300,35.9,0.4
421,342,300,300,35.9,0.4
423,344,300,300,35.9,0.4
424,345,300,300,35.9,0.4
425,346,300,300,35.9,0.4
427,348,300,300,35.9,0.4
429,350,300,300,35.9,0.4
434,355,300,300,35.9,0.4
436,357,300,300,35.9,0.4
437,358,300,300,35.9,0.4
440,361,300,300,35.9,0.4
441,362,300,300,35.9,0.4
444,365,300,300,35.9,0.4
445,366,300,300,35.9,0.4
447,368,300,300,35.9,0.4
448,369,300,300,35.9,0.4
450,371,300,300,35.9,0.4
452,373,300,300,35.9,0.4
453,374,300,300,35.9,0.4
459,380,300,300,35.9,0.4
