id,customer_id,time_service,time_loading,weight,capacity
260,58,300,300,52.1,0.68
226,16,300,300,124.1,0.45
222,12,300,300,124.1,0.45
254,52,300,300,52.1,0.68
246,44,300,300,52.1,0.68
250,48,300,300,52.1,0.68
286,85,300,300,52.1,0.68
272,71,300,300,52.1,0.68
290,95,300,300,52.1,0.68
264,63,300,300,52.1,0.68
268,67,300,300,52.1,0.68
267,66,300,300,52.1,0.68
266,65,300,300,52.1,0.68
216,6,300,300,124.1,0.45
285,84,300,300,52.1,0.68
269,68,300,300,52.1,0.68
252,50,300,300,52.1,0.68
224,14,300,300,124.1,0.45
215,5,300,300,124.1,0.45
276,75,300,300,52.1,0.68
221,11,300,300,124.1,0.45
280,79,300,300,52.1,0.68
274,73,300,300,52.1,0.68
275,74,300,300,52.1,0.68
225,15,300,300,124.1,0.45
214,4,300,300,124.1,0.45
257,55,300,300,52.1,0.68
271,70,300,300,52.1,0.68
211,1,300,300,117.6,0.6
248,46,300,300,52.1,0.68
284,83,300,300,52.1,0.68
259,57,300,300,52.1,0.68
292,101,300,300,52.1,0.68
287,86,300,300,52.1,0.68
220,10,300,300,124.1,0.45
273,72,300,300,52.1,0.68
262,60,300,300,52.1,0.68
314,262,300,300,52.1,0.68
218,8,300,300,124.1,0.45
256,54,300,300,52.1,0.68
258,56,300,300,52.1,0.68
293,120,300,300,52.1,0.68
283,82,300,300,52.1,0.68
282,81,300,300,52.1,0.68
278,77,300,300,52.1,0.68
277,76,300,300,52.1,0.68
243,41,300,300,52.1,0.68
253,51,300,300,52.1,0.68
289,94,300,300,52.1,0.68
249,47,300,300,52.1,0.68
251,49,300,300,52.1,0.68
217,7,300,300,124.1,0.45
219,9,300,300,124.1,0.45
