id,created_at,updated_at,capacity,price,quantity,weight,order_id,product_id,return_order_id
37,1658898232120,,0.6,5400000,15,240.0,8,73,
38,1658898232257,,1.4,6800000,20,200.0,8,31,
39,1658898232422,,0.2,3100000,20,76.0,8,22,
40,1658898232633,,3.6,8990000,10,68.0,8,80,
41,1658898250024,,0.6,1267500,15,19.5,9,27,
42,1658898250166,,0.6,5400000,15,240.0,9,73,
43,1658898250291,,1.4,6800000,20,200.0,9,31,
44,1658898250417,,0.2,3100000,20,76.0,9,22,
45,1658898250542,,3.6,8990000,10,68.0,9,80,
46,1658898258967,,0.6,1267500,15,19.5,10,27,
47,1658898259094,,0.6,5400000,15,240.0,10,73,
48,1658898259223,,1.4,6800000,20,200.0,10,31,
49,1658898259372,,0.2,3100000,20,76.0,10,22,
50,1658898259497,,3.6,8990000,10,68.0,10,80,
51,1658898267755,,0.6,1267500,15,19.5,11,27,
52,1658898267891,,0.6,5400000,15,240.0,11,73,
53,1658898268017,,1.4,6800000,20,200.0,11,31,
54,1658898268151,,0.2,3100000,20,76.0,11,22,
55,1658898268277,,3.6,8990000,10,68.0,11,80,
56,1658898278507,,0.6,1267500,15,19.5,12,27,
57,1658898278644,,0.6,5400000,15,240.0,12,73,
58,1658898278769,,1.4,6800000,20,200.0,12,31,
59,1658898278895,,0.2,3100000,20,76.0,12,22,
60,1658898279020,,3.6,8990000,10,68.0,12,80,
61,1658898286842,,0.6,1267500,15,19.5,13,27,
62,1658898286968,,0.6,5400000,15,240.0,13,73,
63,1658898287101,,1.4,6800000,20,200.0,13,31,
64,1658898287227,,0.2,3100000,20,76.0,13,22,
65,1658898287352,,3.6,8990000,10,68.0,13,80,
66,1658898298014,,0.6,1267500,15,19.5,14,27,
67,1658898298145,,0.6,5400000,15,240.0,14,73,
68,1658898298279,,1.4,6800000,20,200.0,14,31,
69,1658898298404,,0.2,3100000,20,76.0,14,22,
70,1658898298537,,3.6,8990000,10,68.0,14,80,
71,1658898307760,,0.6,1267500,15,19.5,15,27,
72,1658898307886,,0.6,5400000,15,240.0,15,73,
73,1658898308012,,1.4,6800000,20,200.0,15,31,
74,1658898308140,,0.2,3100000,20,76.0,15,22,
75,1658898308268,,3.6,8990000,10,68.0,15,80,
76,1658898322707,,0.6,1267500,15,19.5,16,27,
77,1658898322834,,0.6,5400000,15,240.0,16,73,
78,1658898322959,,1.4,6800000,20,200.0,16,31,
79,1658898323087,,0.2,3100000,20,76.0,16,22,
80,1658898323232,,3.6,8990000,10,68.0,16,80,
201,1658901935249,,0.8,1690000,20,26.0,41,27,
202,1658901935372,,2.0,18000000,50,800.0,41,73,
203,1658901935494,,2.1,10200000,30,300.0,41,31,
204,1658901935634,,0.4,6200000,40,152.0,41,22,
205,1658901935756,,7.2,17980000,20,136.0,41,80,
206,1658901944917,,0.8,1690000,20,26.0,42,27,
207,1658901945040,,2.0,18000000,50,800.0,42,73,
208,1658901945162,,2.1,10200000,30,300.0,42,31,
209,1658901945283,,0.4,6200000,40,152.0,42,22,
210,1658901945410,,7.2,17980000,20,136.0,42,80,
211,1658901955022,,0.8,1690000,20,26.0,43,27,
212,1658901955159,,2.0,18000000,50,800.0,43,73,
213,1658901955281,,2.1,10200000,30,300.0,43,31,
214,1658901955410,,0.4,6200000,40,152.0,43,22,
215,1658901955531,,7.2,17980000,20,136.0,43,80,
216,1658901966290,,0.8,1690000,20,26.0,44,27,
217,1658901966426,,2.0,18000000,50,800.0,44,73,
218,1658901966548,,2.1,10200000,30,300.0,44,31,
219,1658901966670,,0.4,6200000,40,152.0,44,22,
220,1658901966814,,7.2,17980000,20,136.0,44,80,
221,1658901975600,,0.8,1690000,20,26.0,45,27,
222,1658901975723,,2.0,18000000,50,800.0,45,73,
223,1658901975845,,2.1,10200000,30,300.0,45,31,
224,1658901975967,,0.4,6200000,40,152.0,45,22,
225,1658901976097,,7.2,17980000,20,136.0,45,80,
226,1658901985459,,0.8,1690000,20,26.0,46,27,
227,1658901985585,,2.0,18000000,50,800.0,46,73,
228,1658901985709,,2.1,10200000,30,300.0,46,31,
229,1658901985831,,0.4,6200000,40,152.0,46,22,
230,1658901985956,,7.2,17980000,20,136.0,46,80,
231,1658901996410,,0.8,1690000,20,26.0,47,27,
232,1658901996533,,2.0,18000000,50,800.0,47,73,
233,1658901996655,,2.1,10200000,30,300.0,47,31,
234,1658901996780,,0.4,6200000,40,152.0,47,22,
235,1658901996909,,7.2,17980000,20,136.0,47,80,
236,1658902005500,,0.8,1690000,20,26.0,48,27,
237,1658902005650,,2.0,18000000,50,800.0,48,73,
238,1658902005797,,2.1,10200000,30,300.0,48,31,
239,1658902005918,,0.4,6200000,40,152.0,48,22,
240,1658902006041,,7.2,17980000,20,136.0,48,80,
241,1658902014849,,0.8,1690000,20,26.0,49,27,
242,1658902014981,,2.0,18000000,50,800.0,49,73,
243,1658902015103,,2.1,10200000,30,300.0,49,31,
244,1658902015231,,0.4,6200000,40,152.0,49,22,
245,1658902015354,,7.2,17980000,20,136.0,49,80,
246,1658902023373,,0.8,1690000,20,26.0,50,27,
247,1658902023529,,2.0,18000000,50,800.0,50,73,
248,1658902023652,,2.1,10200000,30,300.0,50,31,
249,1658902023774,,0.4,6200000,40,152.0,50,22,
250,1658902023901,,7.2,17980000,20,136.0,50,80,
251,1658902033062,,0.8,1690000,20,26.0,51,27,
252,1658902033194,,2.0,18000000,50,800.0,51,73,
253,1658902033316,,2.1,10200000,30,300.0,51,31,
254,1658902033444,,0.4,6200000,40,152.0,51,22,
255,1658902033570,,7.2,17980000,20,136.0,51,80,
256,1658902042373,,0.8,1690000,20,26.0,52,27,
257,1658902042499,,2.0,18000000,50,800.0,52,73,
258,1658902042646,,2.1,10200000,30,300.0,52,31,
259,1658902042768,,0.4,6200000,40,152.0,52,22,
260,1658902042890,,7.2,17980000,20,136.0,52,80,
261,1658902051380,,0.8,1690000,20,26.0,53,27,
262,1658902051531,,2.0,18000000,50,800.0,53,73,
263,1658902051653,,2.1,10200000,30,300.0,53,31,
264,1658902051775,,0.4,6200000,40,152.0,53,22,
265,1658902051898,,7.2,17980000,20,136.0,53,80,
266,1658902060341,,0.8,1690000,20,26.0,54,27,
267,1658902060475,,2.0,18000000,50,800.0,54,73,
268,1658902060597,,2.1,10200000,30,300.0,54,31,
269,1658902060724,,0.4,6200000,40,152.0,54,22,
270,1658902060846,,7.2,17980000,20,136.0,54,80,
271,1658902067748,,0.8,1690000,20,26.0,55,27,
272,1658902067878,,2.0,18000000,50,800.0,55,73,
273,1658902068000,,2.1,10200000,30,300.0,55,31,
274,1658902068126,,0.4,6200000,40,152.0,55,22,
275,1658902068248,,7.2,17980000,20,136.0,55,80,
276,1658902078208,,0.8,1690000,20,26.0,56,27,
277,1658902078331,,2.0,18000000,50,800.0,56,73,
278,1658902078456,,2.1,10200000,30,300.0,56,31,
279,1658902078580,,0.4,6200000,40,152.0,56,22,
280,1658902078702,,7.2,17980000,20,136.0,56,80,
281,1658902087382,,0.8,1690000,20,26.0,57,27,
282,1658902087508,,2.0,18000000,50,800.0,57,73,
283,1658902087630,,2.1,10200000,30,300.0,57,31,
284,1658902087762,,0.4,6200000,40,152.0,57,22,
285,1658902087884,,7.2,17980000,20,136.0,57,80,
286,1658902095124,,0.8,1690000,20,26.0,58,27,
287,1658902095271,,2.0,18000000,50,800.0,58,73,
288,1658902095393,,2.1,10200000,30,300.0,58,31,
289,1658902095516,,0.4,6200000,40,152.0,58,22,
290,1658902095647,,7.2,17980000,20,136.0,58,80,
291,1658902103843,,0.8,1690000,20,26.0,59,27,
292,1658902103965,,2.0,18000000,50,800.0,59,73,
293,1658902104087,,2.1,10200000,30,300.0,59,31,
294,1658902104210,,0.4,6200000,40,152.0,59,22,
295,1658902104345,,7.2,17980000,20,136.0,59,80,
296,1658902111805,,0.8,1690000,20,26.0,60,27,
297,1658902111937,,2.0,18000000,50,800.0,60,73,
298,1658902112091,,2.1,10200000,30,300.0,60,31,
299,1658902112214,,0.4,6200000,40,152.0,60,22,
300,1658902112342,,7.2,17980000,20,136.0,60,80,
301,1659334938096,,4.0,8450000,100,130.0,61,27,
302,1659334938180,,0.48,4320000,12,192.0,61,73,
303,1659334938257,,0.21,3255000,21,79.8,61,22,
304,1659334938353,,0.88,7920000,22,352.0,61,73,
305,1659334944439,,4.0,8450000,100,130.0,62,27,
306,1659334944518,,0.48,4320000,12,192.0,62,73,
307,1659334944619,,0.21,3255000,21,79.8,62,22,
308,1659334944710,,0.88,7920000,22,352.0,62,73,
309,1659334948481,,4.0,8450000,100,130.0,63,27,
310,1659334948558,,0.48,4320000,12,192.0,63,73,
311,1659334948653,,0.21,3255000,21,79.8,63,22,
312,1659334948755,,0.88,7920000,22,352.0,63,73,
313,1659334974543,,4.0,8450000,100,130.0,64,27,
314,1659334974636,,0.48,4320000,12,192.0,64,73,
315,1659334974712,,0.21,3255000,21,79.8,64,22,
316,1659334974788,,0.88,7920000,22,352.0,64,73,
317,1659334982972,,4.0,8450000,100,130.0,65,27,
318,1659334983049,,0.48,4320000,12,192.0,65,73,
319,1659334983125,,0.21,3255000,21,79.8,65,22,
320,1659334983221,,0.88,7920000,22,352.0,65,73,
321,1659334991963,,4.0,8450000,100,130.0,66,27,
322,1659334992040,,0.48,4320000,12,192.0,66,73,
323,1659334992115,,0.21,3255000,21,79.8,66,22,
324,1659334992207,,0.88,7920000,22,352.0,66,73,
325,1659335000084,,4.0,8450000,100,130.0,67,27,
326,1659335000180,,0.48,4320000,12,192.0,67,73,
327,1659335000255,,0.21,3255000,21,79.8,67,22,
328,1659335000332,,0.88,7920000,22,352.0,67,73,
329,1659335008092,,4.0,8450000,100,130.0,68,27,
330,1659335008169,,0.48,4320000,12,192.0,68,73,
331,1659335008265,,0.21,3255000,21,79.8,68,22,
332,1659335008341,,0.88,7920000,22,352.0,68,73,
333,1659335017385,,4.0,8450000,100,130.0,69,27,
334,1659335017462,,0.48,4320000,12,192.0,69,73,
335,1659335017552,,0.21,3255000,21,79.8,69,22,
336,1659335017656,,0.88,7920000,22,352.0,69,73,
337,1659335042611,,4.0,8450000,100,130.0,70,27,
338,1659335042693,,0.48,4320000,12,192.0,70,73,
339,1659335042769,,0.21,3255000,21,79.8,70,22,
340,1659335042846,,0.88,7920000,22,352.0,70,73,
341,1659780067098,,1.6,14400000,40,640.0,71,73,
342,1659780067188,,2.0,4225000,50,65.0,71,27,
343,1659780067279,,2.1,10200000,30,300.0,71,31,
344,1659780084110,,1.6,14400000,40,640.0,72,73,
345,1659780084188,,2.0,4225000,50,65.0,72,27,
346,1659780084264,,2.1,10200000,30,300.0,72,31,
347,1659780097040,,1.6,14400000,40,640.0,73,73,
348,1659780097118,,2.0,4225000,50,65.0,73,27,
349,1659780097195,,2.1,10200000,30,300.0,73,31,
350,1659780107595,,1.6,14400000,40,640.0,74,73,
351,1659780107692,,2.0,4225000,50,65.0,74,27,
352,1659780107795,,2.1,10200000,30,300.0,74,31,
353,1659780116069,,1.6,14400000,40,640.0,75,73,
354,1659780116153,,2.0,4225000,50,65.0,75,27,
355,1659780116229,,2.1,10200000,30,300.0,75,31,
356,1659780123864,,1.6,14400000,40,640.0,76,73,
357,1659780123947,,2.0,4225000,50,65.0,76,27,
358,1659780124023,,2.1,10200000,30,300.0,76,31,
359,1659780131622,,1.6,14400000,40,640.0,77,73,
360,1659780131697,,2.0,4225000,50,65.0,77,27,
361,1659780131773,,2.1,10200000,30,300.0,77,31,
362,1659780140405,,1.6,14400000,40,640.0,78,73,
363,1659780140483,,2.0,4225000,50,65.0,78,27,
364,1659780140560,,2.1,10200000,30,300.0,78,31,
365,1659780150290,,1.6,14400000,40,640.0,79,73,
366,1659780150368,,2.0,4225000,50,65.0,79,27,
367,1659780150443,,2.1,10200000,30,300.0,79,31,
368,1659780162521,,1.6,14400000,40,640.0,80,73,
369,1659780162599,,2.0,4225000,50,65.0,80,27,
370,1659780162675,,2.1,10200000,30,300.0,80,31,
371,1659780171874,,1.6,14400000,40,640.0,81,73,
372,1659780171952,,2.0,4225000,50,65.0,81,27,
373,1659780172029,,2.1,10200000,30,300.0,81,31,
374,1659780179403,,1.6,14400000,40,640.0,82,73,
375,1659780179504,,2.0,4225000,50,65.0,82,27,
376,1659780179596,,2.1,10200000,30,300.0,82,31,
377,1659780189798,,1.6,14400000,40,640.0,83,73,
378,1659780189876,,2.0,4225000,50,65.0,83,27,
379,1659780189953,,2.1,10200000,30,300.0,83,31,
380,1659780197325,,1.6,14400000,40,640.0,84,73,
381,1659780197403,,2.0,4225000,50,65.0,84,27,
382,1659780197487,,2.1,10200000,30,300.0,84,31,
383,1659780204163,,1.6,14400000,40,640.0,85,73,
384,1659780204249,,2.0,4225000,50,65.0,85,27,
385,1659780204325,,2.1,10200000,30,300.0,85,31,
386,1659780211267,,1.6,14400000,40,640.0,86,73,
387,1659780211344,,2.0,4225000,50,65.0,86,27,
388,1659780211421,,2.1,10200000,30,300.0,86,31,
389,1659780219166,,1.6,14400000,40,640.0,87,73,
390,1659780219247,,2.0,4225000,50,65.0,87,27,
391,1659780219324,,2.1,10200000,30,300.0,87,31,
392,1659780226767,,1.6,14400000,40,640.0,88,73,
393,1659780226854,,2.0,4225000,50,65.0,88,27,
394,1659780226931,,2.1,10200000,30,300.0,88,31,
395,1659780237088,,1.6,14400000,40,640.0,89,73,
396,1659780237170,,2.0,4225000,50,65.0,89,27,
397,1659780237246,,2.1,10200000,30,300.0,89,31,
398,1659780243690,,1.6,14400000,40,640.0,90,73,
399,1659780243766,,2.0,4225000,50,65.0,90,27,
400,1659780243843,,2.1,10200000,30,300.0,90,31,
401,1659780251103,,1.6,14400000,40,640.0,91,73,
402,1659780251180,,2.0,4225000,50,65.0,91,27,
403,1659780251256,,2.1,10200000,30,300.0,91,31,
404,1659780262923,,1.6,14400000,40,640.0,92,73,
405,1659780263000,,2.0,4225000,50,65.0,92,27,
406,1659780263077,,2.1,10200000,30,300.0,92,31,
407,1659780271190,,1.6,14400000,40,640.0,93,73,
408,1659780271269,,2.0,4225000,50,65.0,93,27,
409,1659780271345,,2.1,10200000,30,300.0,93,31,
410,1659780278780,,1.6,14400000,40,640.0,94,73,
411,1659780278859,,2.0,4225000,50,65.0,94,27,
412,1659780278935,,2.1,10200000,30,300.0,94,31,
413,1659780285968,,1.6,14400000,40,640.0,95,73,
414,1659780286044,,2.0,4225000,50,65.0,95,27,
415,1659780286124,,2.1,10200000,30,300.0,95,31,
416,1659780293108,,1.6,14400000,40,640.0,96,73,
417,1659780293184,,2.0,4225000,50,65.0,96,27,
418,1659780293261,,2.1,10200000,30,300.0,96,31,
419,1659780300270,,1.6,14400000,40,640.0,97,73,
420,1659780300347,,2.0,4225000,50,65.0,97,27,
421,1659780300423,,2.1,10200000,30,300.0,97,31,
422,1659780307638,,1.6,14400000,40,640.0,98,73,
423,1659780307718,,2.0,4225000,50,65.0,98,27,
424,1659780307794,,2.1,10200000,30,300.0,98,31,
425,1659780315141,,1.6,14400000,40,640.0,99,73,
426,1659780315220,,2.0,4225000,50,65.0,99,27,
427,1659780315297,,2.1,10200000,30,300.0,99,31,
428,1659780340317,,1.6,14400000,40,640.0,100,73,
429,1659780340395,,2.0,4225000,50,65.0,100,27,
430,1659780340481,,2.1,10200000,30,300.0,100,31,
431,1659780348264,,1.6,14400000,40,640.0,101,73,
432,1659780348349,,2.0,4225000,50,65.0,101,27,
433,1659780348426,,2.1,10200000,30,300.0,101,31,
434,1659780356241,,1.6,14400000,40,640.0,102,73,
435,1659780356335,,2.0,4225000,50,65.0,102,27,
436,1659780356411,,2.1,10200000,30,300.0,102,31,
437,1659780363710,,1.6,14400000,40,640.0,103,73,
438,1659780363787,,2.0,4225000,50,65.0,103,27,
439,1659780363863,,2.1,10200000,30,300.0,103,31,
440,1659780370382,,1.6,14400000,40,640.0,104,73,
441,1659780370464,,2.0,4225000,50,65.0,104,27,
442,1659780370541,,2.1,10200000,30,300.0,104,31,
443,1659780377821,,1.6,14400000,40,640.0,105,73,
444,1659780377902,,2.0,4225000,50,65.0,105,27,
445,1659780377979,,2.1,10200000,30,300.0,105,31,
446,1659780385971,,1.6,14400000,40,640.0,106,73,
447,1659780386051,,2.0,4225000,50,65.0,106,27,
448,1659780386147,,2.1,10200000,30,300.0,106,31,
449,1659780448764,,1.6,14400000,40,640.0,107,73,
450,1659780448856,,2.0,4225000,50,65.0,107,27,
451,1659780448954,,2.1,10200000,30,300.0,107,31,
452,1659780455536,,1.6,14400000,40,640.0,108,73,
453,1659780455614,,2.0,4225000,50,65.0,108,27,
454,1659780455690,,2.1,10200000,30,300.0,108,31,
455,1659780463097,,1.6,14400000,40,640.0,109,73,
456,1659780463175,,2.0,4225000,50,65.0,109,27,
457,1659780463251,,2.1,10200000,30,300.0,109,31,
458,1659780470945,,1.6,14400000,40,640.0,110,73,
459,1659780471027,,2.0,4225000,50,65.0,110,27,
460,1659780471103,,2.1,10200000,30,300.0,110,31,
461,1659780478595,,1.6,14400000,40,640.0,111,73,
462,1659780478672,,2.0,4225000,50,65.0,111,27,
463,1659780478748,,2.1,10200000,30,300.0,111,31,
464,1659780486327,,1.6,14400000,40,640.0,112,73,
465,1659780486419,,2.0,4225000,50,65.0,112,27,
466,1659780486495,,2.1,10200000,30,300.0,112,31,
467,1659780493797,,1.6,14400000,40,640.0,113,73,
468,1659780493882,,2.0,4225000,50,65.0,113,27,
469,1659780493959,,2.1,10200000,30,300.0,113,31,
470,1659780500252,,1.6,14400000,40,640.0,114,73,
471,1659780500333,,2.0,4225000,50,65.0,114,27,
472,1659780500409,,2.1,10200000,30,300.0,114,31,
769,1659847469191,,0.4,845000,10,13.0,211,27,
770,1659847469276,,0.08,720000,2,12.0,211,73,
771,1659847469352,,0.7,3400000,10,80.0,211,31,
772,1659847724270,,0.1,1550000,10,38.0,212,22,
773,1659847724355,,0.4,845000,10,13.0,212,27,
774,1659847724432,,0.16,1440000,4,24.0,212,73,
775,1659847724533,,0.08,720000,2,12.0,212,73,
776,1659847732834,,0.1,1550000,10,38.0,213,22,
777,1659847732913,,0.4,845000,10,13.0,213,27,
778,1659847732990,,0.16,1440000,4,24.0,213,73,
779,1659847733066,,0.08,720000,2,12.0,213,73,
780,1659847744175,,0.1,1550000,10,38.0,214,22,
781,1659847744262,,0.4,845000,10,13.0,214,27,
782,1659847744348,,0.16,1440000,4,24.0,214,73,
783,1659847744425,,0.08,720000,2,12.0,214,73,
784,1659847751549,,0.1,1550000,10,38.0,215,22,
785,1659847751646,,0.4,845000,10,13.0,215,27,
786,1659847751723,,0.16,1440000,4,24.0,215,73,
787,1659847751801,,0.08,720000,2,12.0,215,73,
788,1659847760245,,0.1,1550000,10,38.0,216,22,
789,1659847760326,,0.4,845000,10,13.0,216,27,
790,1659847760432,,0.16,1440000,4,24.0,216,73,
791,1659847760511,,0.08,720000,2,12.0,216,73,
792,1659847769098,,0.1,1550000,10,38.0,217,22,
793,1659847769176,,0.4,845000,10,13.0,217,27,
794,1659847769258,,0.16,1440000,4,24.0,217,73,
795,1659847769335,,0.08,720000,2,12.0,217,73,
796,1659847775836,,0.1,1550000,10,38.0,218,22,
797,1659847775915,,0.4,845000,10,13.0,218,27,
798,1659847775991,,0.16,1440000,4,24.0,218,73,
799,1659847776081,,0.08,720000,2,12.0,218,73,
800,1659847783478,,0.1,1550000,10,38.0,219,22,
801,1659847783556,,0.4,845000,10,13.0,219,27,
802,1659847783645,,0.16,1440000,4,24.0,219,73,
803,1659847783724,,0.08,720000,2,12.0,219,73,
804,1659847791310,,0.1,1550000,10,38.0,220,22,
805,1659847791388,,0.4,845000,10,13.0,220,27,
806,1659847791465,,0.16,1440000,4,24.0,220,73,
807,1659847791543,,0.08,720000,2,12.0,220,73,
808,1659847798077,,0.1,1550000,10,38.0,221,22,
809,1659847798155,,0.4,845000,10,13.0,221,27,
810,1659847798232,,0.16,1440000,4,24.0,221,73,
811,1659847798309,,0.08,720000,2,12.0,221,73,
812,1659847804140,,0.1,1550000,10,38.0,222,22,
813,1659847804216,,0.4,845000,10,13.0,222,27,
814,1659847804293,,0.16,1440000,4,24.0,222,73,
815,1659847804370,,0.08,720000,2,12.0,222,73,
816,1659847811467,,0.1,1550000,10,38.0,223,22,
817,1659847811548,,0.4,845000,10,13.0,223,27,
818,1659847811632,,0.16,1440000,4,24.0,223,73,
819,1659847811711,,0.08,720000,2,12.0,223,73,
820,1660002761958,,0.4,3600000,10,60.0,1,73,
821,1660002762095,,0.8,1690000,20,26.0,1,27,
822,1660002762241,,0.7,3400000,10,80.0,1,31,
823,1660002762358,,0.1,1550000,10,38.0,1,22,
824,1660002850274,,0.8,7200000,20,120.0,2,73,
825,1660002850375,,0.8,1690000,20,26.0,2,27,
826,1660002850459,,1.4,6800000,20,160.0,2,31,
827,1660002850556,,0.1,1550000,10,38.0,2,22,
828,1660008448354,,0.8,7200000,20,120.0,3,73,
829,1660008448454,,0.8,1690000,20,26.0,3,27,
830,1660008448532,,1.4,6800000,20,160.0,3,31,
831,1660008448612,,0.1,1550000,10,38.0,3,22,
832,1660008458262,,0.8,7200000,20,120.0,4,73,
833,1660008458342,,0.8,1690000,20,26.0,4,27,
834,1660008458420,,1.4,6800000,20,160.0,4,31,
835,1660008458512,,0.1,1550000,10,38.0,4,22,
836,1660008466777,,0.8,7200000,20,120.0,5,73,
837,1660008466858,,0.8,1690000,20,26.0,5,27,
838,1660008466936,,1.4,6800000,20,160.0,5,31,
839,1660008467036,,0.1,1550000,10,38.0,5,22,
840,1660008475131,,0.8,7200000,20,120.0,6,73,
841,1660008475212,,0.8,1690000,20,26.0,6,27,
842,1660008475289,,1.4,6800000,20,160.0,6,31,
843,1660008475404,,0.1,1550000,10,38.0,6,22,
844,1660008483313,,0.8,7200000,20,120.0,7,73,
845,1660008483401,,0.8,1690000,20,26.0,7,27,
846,1660008483479,,1.4,6800000,20,160.0,7,31,
847,1660008483558,,0.1,1550000,10,38.0,7,22,
848,1660008492688,,0.8,7200000,20,120.0,8,73,
849,1660008492787,,0.8,1690000,20,26.0,8,27,
850,1660008492867,,1.4,6800000,20,160.0,8,31,
851,1660008492961,,0.1,1550000,10,38.0,8,22,
852,1660008501003,,0.8,7200000,20,120.0,9,73,
853,1660008501083,,0.8,1690000,20,26.0,9,27,
854,1660008501161,,1.4,6800000,20,160.0,9,31,
855,1660008501253,,0.1,1550000,10,38.0,9,22,
856,1660008509563,,0.8,7200000,20,120.0,10,73,
857,1660008509642,,0.8,1690000,20,26.0,10,27,
858,1660008509720,,1.4,6800000,20,160.0,10,31,
859,1660008509828,,0.1,1550000,10,38.0,10,22,
860,1660009187555,,0.8,7200000,20,120.0,11,73,
861,1660009187634,,0.8,1690000,20,26.0,11,27,
862,1660009187714,,1.4,6800000,20,160.0,11,31,
863,1660009187792,,0.1,1550000,10,38.0,11,22,
864,1660009196187,,0.8,7200000,20,120.0,12,73,
865,1660009196270,,0.8,1690000,20,26.0,12,27,
866,1660009196346,,1.4,6800000,20,160.0,12,31,
867,1660009196447,,0.1,1550000,10,38.0,12,22,
868,1660009205812,,0.8,7200000,20,120.0,13,73,
869,1660009205891,,0.8,1690000,20,26.0,13,27,
870,1660009205970,,1.4,6800000,20,160.0,13,31,
871,1660009206047,,0.1,1550000,10,38.0,13,22,
872,1660009214291,,0.8,7200000,20,120.0,14,73,
873,1660009214451,,0.8,1690000,20,26.0,14,27,
874,1660009214537,,1.4,6800000,20,160.0,14,31,
875,1660009214624,,0.1,1550000,10,38.0,14,22,
876,1660009222534,,0.8,7200000,20,120.0,15,73,
877,1660009222631,,0.8,1690000,20,26.0,15,27,
878,1660009222708,,1.4,6800000,20,160.0,15,31,
879,1660009222793,,0.1,1550000,10,38.0,15,22,
880,1660009231270,,0.8,7200000,20,120.0,16,73,
881,1660009231366,,0.8,1690000,20,26.0,16,27,
882,1660009231454,,1.4,6800000,20,160.0,16,31,
883,1660009231574,,0.1,1550000,10,38.0,16,22,
932,1660009806319,,0.7,3400000,10,80.0,41,31,
933,1660009806399,,0.8,7200000,20,120.0,41,73,
934,1660009877513,,0.7,3400000,10,80.0,42,31,
935,1660009877593,,0.8,7200000,20,120.0,42,73,
936,1660009885373,,0.7,3400000,10,80.0,43,31,
937,1660009885450,,0.8,7200000,20,120.0,43,73,
938,1660009893351,,0.7,3400000,10,80.0,44,31,
939,1660009893432,,0.8,7200000,20,120.0,44,73,
940,1660009900771,,0.7,3400000,10,80.0,45,31,
941,1660009900853,,0.8,7200000,20,120.0,45,73,
942,1660009944453,,0.7,3400000,10,80.0,46,31,
943,1660009944533,,0.8,7200000,20,120.0,46,73,
944,1660009951617,,0.7,3400000,10,80.0,47,31,
945,1660009951698,,0.8,7200000,20,120.0,47,73,
946,1660009981522,,0.7,3400000,10,80.0,48,31,
947,1660009981609,,0.8,7200000,20,120.0,48,73,
948,1660009992679,,0.7,3400000,10,80.0,49,31,
949,1660009992757,,0.8,7200000,20,120.0,49,73,
950,1660010000783,,0.7,3400000,10,80.0,50,31,
951,1660010000861,,0.8,7200000,20,120.0,50,73,
952,1660010008261,,0.7,3400000,10,80.0,51,31,
953,1660010008340,,0.8,7200000,20,120.0,51,73,
954,1660010015838,,0.7,3400000,10,80.0,52,31,
955,1660010015916,,0.8,7200000,20,120.0,52,73,
956,1660010022954,,0.7,3400000,10,80.0,53,31,
957,1660010023038,,0.8,7200000,20,120.0,53,73,
958,1660010029479,,0.7,3400000,10,80.0,54,31,
959,1660010029559,,0.8,7200000,20,120.0,54,73,
960,1660010036711,,0.7,3400000,10,80.0,55,31,
961,1660010036789,,0.8,7200000,20,120.0,55,73,
962,1660010045295,,0.7,3400000,10,80.0,56,31,
