from_node_id,to_node_id,from_node_type,to_node_type,distance,time
7,2,CUSTOMER,DEPOT,6046,843
7,3,CUSTOMER,DEPOT,19119,1818
7,4,CUSTOMER,DEPOT,12664,1919
7,5,CUSTOMER,DEPOT,4795,804
1,7,CUSTOMER,CUSTOMER,2900,608
2,7,CUSTOMER,CUSTOMER,10372,1486
3,7,CUSTOMER,CUSTOMER,11976,1775
4,7,CUSTOMER,CUSTOMER,4349,755
5,7,CUSTOMER,CUSTOMER,5654,1051
6,7,CUSTOMER,CUSTOMER,2559,533
1,7,DEPOT,CUSTOMER,11329,1655
2,7,DEPOT,CUSTOMER,7846,985
3,7,DEPOT,CUSTOMER,18013,1654
4,7,DEPOT,CUSTOMER,13501,2033
5,7,DEPOT,CUSTOMER,4685,807
8,1,CUSTOMER,CUSTOMER,7088,1254
8,2,CUSTOMER,CUSTOMER,4437,746
8,3,CUSTOMER,CUSTOMER,3982,795
8,4,CUSTOMER,CUSTOMER,6950,1291
8,5,CUSTOMER,CUSTOMER,4615,754
8,6,CUSTOMER,CUSTOMER,7443,1267
8,7,CUSTOMER,CUSTOMER,10198,1774
8,8,CUSTOMER,CUSTOMER,0,0
8,1,CUSTOMER,DEPOT,14020,2011
8,2,CUSTOMER,DEPOT,8498,1447
8,3,CUSTOMER,DEPOT,4111,699
8,4,CUSTOMER,DEPOT,6583,879
8,5,CUSTOMER,DEPOT,14621,1842
1,8,CUSTOMER,CUSTOMER,7801,1308
2,8,CUSTOMER,CUSTOMER,3000,519
3,8,CUSTOMER,CUSTOMER,4371,817
4,8,CUSTOMER,CUSTOMER,8333,1359
5,8,CUSTOMER,CUSTOMER,4953,838
6,8,CUSTOMER,CUSTOMER,8418,1439
7,8,CUSTOMER,CUSTOMER,11683,1679
1,8,DEPOT,CUSTOMER,14473,2054
2,8,DEPOT,CUSTOMER,9792,1591
3,8,DEPOT,CUSTOMER,4941,872
4,8,DEPOT,CUSTOMER,6492,867
5,8,DEPOT,CUSTOMER,14470,1801
9,1,CUSTOMER,CUSTOMER,6630,1056
9,2,CUSTOMER,CUSTOMER,10470,1645
9,3,CUSTOMER,CUSTOMER,11375,1829
9,4,CUSTOMER,CUSTOMER,7870,1255
9,5,CUSTOMER,CUSTOMER,6562,1104
9,6,CUSTOMER,CUSTOMER,6050,967
9,7,CUSTOMER,CUSTOMER,7327,982
9,8,CUSTOMER,CUSTOMER,9091,1341
9,9,CUSTOMER,CUSTOMER,0,0
9,1,CUSTOMER,DEPOT,20857,2391
9,2,CUSTOMER,DEPOT,12054,1552
9,3,CUSTOMER,DEPOT,12449,1889
9,4,CUSTOMER,DEPOT,9630,1339
9,5,CUSTOMER,DEPOT,13024,1410
1,9,CUSTOMER,CUSTOMER,7190,1155
2,9,CUSTOMER,CUSTOMER,11403,1650
3,9,CUSTOMER,CUSTOMER,11542,1883
4,9,CUSTOMER,CUSTOMER,7889,1220
5,9,CUSTOMER,CUSTOMER,6886,1158
6,9,CUSTOMER,CUSTOMER,6464,999
7,9,CUSTOMER,CUSTOMER,7543,939
8,9,CUSTOMER,CUSTOMER,9156,1289
1,9,DEPOT,CUSTOMER,18150,2242
2,9,DEPOT,CUSTOMER,12349,1579
3,9,DEPOT,CUSTOMER,13503,2018
4,9,DEPOT,CUSTOMER,9698,1292
5,9,DEPOT,CUSTOMER,12458,1478
10,1,CUSTOMER,CUSTOMER,3593,698
10,2,CUSTOMER,CUSTOMER,3884,586
10,3,CUSTOMER,CUSTOMER,5944,931
10,4,CUSTOMER,CUSTOMER,2845,627
10,5,CUSTOMER,CUSTOMER,2269,453
10,6,CUSTOMER,CUSTOMER,4793,900
10,7,CUSTOMER,CUSTOMER,6678,1210
10,8,CUSTOMER,CUSTOMER,5307,877
10,9,CUSTOMER,CUSTOMER,8033,1387
10,10,CUSTOMER,CUSTOMER,0,0
10,1,CUSTOMER,DEPOT,9869,1334
10,2,CUSTOMER,DEPOT,4553,808
10,3,CUSTOMER,DEPOT,11694,1209
10,4,CUSTOMER,DEPOT,11071,1460
10,5,CUSTOMER,DEPOT,10470,1165
1,10,CUSTOMER,CUSTOMER,3610,684
2,10,CUSTOMER,CUSTOMER,3866,604
3,10,CUSTOMER,CUSTOMER,5470,893
4,10,CUSTOMER,CUSTOMER,3487,649
5,10,CUSTOMER,CUSTOMER,2304,471
6,10,CUSTOMER,CUSTOMER,4227,815
7,10,CUSTOMER,CUSTOMER,6837,968
8,10,CUSTOMER,CUSTOMER,5356,858
9,10,CUSTOMER,CUSTOMER,8085,1367
1,10,DEPOT,CUSTOMER,10101,1409
2,10,DEPOT,CUSTOMER,4567,897
3,10,DEPOT,CUSTOMER,11475,1094
4,10,DEPOT,CUSTOMER,10481,1388
5,10,DEPOT,CUSTOMER,10098,1156
11,1,CUSTOMER,CUSTOMER,8696,1318
11,2,CUSTOMER,CUSTOMER,10388,1508
11,3,CUSTOMER,CUSTOMER,10831,1667
11,4,CUSTOMER,CUSTOMER,9936,1517
11,5,CUSTOMER,CUSTOMER,6872,1279
11,6,CUSTOMER,CUSTOMER,7373,1231
11,7,CUSTOMER,CUSTOMER,9941,1561
11,8,CUSTOMER,CUSTOMER,6625,952
11,9,CUSTOMER,CUSTOMER,6138,821
11,10,CUSTOMER,CUSTOMER,8395,1543
11,11,CUSTOMER,CUSTOMER,0,0
11,1,CUSTOMER,DEPOT,20995,2672
11,2,CUSTOMER,DEPOT,12191,1833
11,3,CUSTOMER,DEPOT,9983,1500
11,4,CUSTOMER,DEPOT,4676,644
11,5,CUSTOMER,DEPOT,13823,2086
1,11,CUSTOMER,CUSTOMER,8252,1287
2,11,CUSTOMER,CUSTOMER,10894,1248
3,11,CUSTOMER,CUSTOMER,12265,1546
4,11,CUSTOMER,CUSTOMER,9473,1448
5,11,CUSTOMER,CUSTOMER,8102,1317
6,11,CUSTOMER,CUSTOMER,8049,1227
7,11,CUSTOMER,CUSTOMER,9971,1555
8,11,CUSTOMER,CUSTOMER,7291,1013
9,11,CUSTOMER,CUSTOMER,6937,975
10,11,CUSTOMER,CUSTOMER,9215,1515
1,11,DEPOT,CUSTOMER,17601,2513
2,11,DEPOT,CUSTOMER,12473,1971
3,11,DEPOT,CUSTOMER,12731,1561
4,11,DEPOT,CUSTOMER,4272,580
5,11,DEPOT,CUSTOMER,14188,2225
12,1,CUSTOMER,CUSTOMER,9159,1458
12,2,CUSTOMER,CUSTOMER,8441,1128
12,3,CUSTOMER,CUSTOMER,10500,1473
12,4,CUSTOMER,CUSTOMER,8410,1387
12,5,CUSTOMER,CUSTOMER,8440,1276
12,6,CUSTOMER,CUSTOMER,11200,1803
12,7,CUSTOMER,CUSTOMER,12924,1628
12,8,CUSTOMER,CUSTOMER,10779,1548
12,9,CUSTOMER,CUSTOMER,13898,2154
12,10,CUSTOMER,CUSTOMER,6407,903
12,11,CUSTOMER,CUSTOMER,19232,2327
12,12,CUSTOMER,CUSTOMER,0,0
12,1,CUSTOMER,DEPOT,4490,669
12,2,CUSTOMER,DEPOT,6192,1087
12,3,CUSTOMER,DEPOT,12298,1321
12,4,CUSTOMER,DEPOT,15627,2002
12,5,CUSTOMER,DEPOT,11333,1410
1,12,CUSTOMER,CUSTOMER,9662,1430
2,12,CUSTOMER,CUSTOMER,8924,1268
3,12,CUSTOMER,CUSTOMER,10528,1557
4,12,CUSTOMER,CUSTOMER,8642,1274
5,12,CUSTOMER,CUSTOMER,8370,1240
6,12,CUSTOMER,CUSTOMER,10585,1569
7,12,CUSTOMER,CUSTOMER,11992,1593
8,12,CUSTOMER,CUSTOMER,10414,1522
9,12,CUSTOMER,CUSTOMER,13896,2122
10,12,CUSTOMER,CUSTOMER,6263,845
11,12,CUSTOMER,CUSTOMER,16560,2322
1,12,DEPOT,CUSTOMER,4530,671
2,12,DEPOT,CUSTOMER,5895,1012
3,12,DEPOT,CUSTOMER,12193,1271
4,12,DEPOT,CUSTOMER,15539,2052
5,12,DEPOT,CUSTOMER,10573,1222
13,1,CUSTOMER,CUSTOMER,5720,1019
13,2,CUSTOMER,CUSTOMER,3870,620
13,3,CUSTOMER,CUSTOMER,4775,804
13,4,CUSTOMER,CUSTOMER,5582,1057
13,5,CUSTOMER,CUSTOMER,3247,520
13,6,CUSTOMER,CUSTOMER,6074,1032
13,7,CUSTOMER,CUSTOMER,8829,1540
13,8,CUSTOMER,CUSTOMER,1783,359
13,9,CUSTOMER,CUSTOMER,7631,1341
13,10,CUSTOMER,CUSTOMER,4006,690
13,11,CUSTOMER,CUSTOMER,7646,1083
13,12,CUSTOMER,CUSTOMER,10042,1434
13,13,CUSTOMER,CUSTOMER,0,0
13,1,CUSTOMER,DEPOT,13648,1922
13,2,CUSTOMER,DEPOT,7837,1373
13,3,CUSTOMER,DEPOT,5746,1003
13,4,CUSTOMER,DEPOT,7289,958
13,5,CUSTOMER,DEPOT,14249,1753
1,13,CUSTOMER,CUSTOMER,5724,1042
2,13,CUSTOMER,CUSTOMER,3664,662
3,13,CUSTOMER,CUSTOMER,5270,872
4,13,CUSTOMER,CUSTOMER,6989,1287
5,13,CUSTOMER,CUSTOMER,4150,780
6,13,CUSTOMER,CUSTOMER,6341,1174
7,13,CUSTOMER,CUSTOMER,8617,1502
8,13,CUSTOMER,CUSTOMER,1974,398
9,13,CUSTOMER,CUSTOMER,6974,1331
10,13,CUSTOMER,CUSTOMER,4504,819
11,13,CUSTOMER,CUSTOMER,5656,984
12,13,CUSTOMER,CUSTOMER,10369,1586
1,13,DEPOT,CUSTOMER,14063,2091
2,13,DEPOT,CUSTOMER,8714,1631
3,13,DEPOT,CUSTOMER,6814,1204
4,13,DEPOT,CUSTOMER,7165,988
5,13,DEPOT,CUSTOMER,14060,1839
14,1,CUSTOMER,CUSTOMER,27409,2477
14,2,CUSTOMER,CUSTOMER,17972,2097
14,3,CUSTOMER,CUSTOMER,18426,1952
14,4,CUSTOMER,CUSTOMER,26661,2406
14,5,CUSTOMER,CUSTOMER,18215,2166
14,6,CUSTOMER,CUSTOMER,19343,2484
14,7,CUSTOMER,CUSTOMER,31166,2663
14,8,CUSTOMER,CUSTOMER,14901,1688
14,9,CUSTOMER,CUSTOMER,18107,2074
14,10,CUSTOMER,CUSTOMER,24628,2103
14,11,CUSTOMER,CUSTOMER,12681,1362
14,12,CUSTOMER,CUSTOMER,25347,2280
14,13,CUSTOMER,CUSTOMER,15573,1809
14,14,CUSTOMER,CUSTOMER,0,0
14,1,CUSTOMER,DEPOT,28952,2769
14,2,CUSTOMER,DEPOT,24442,2106
14,3,CUSTOMER,DEPOT,14546,1405
14,4,CUSTOMER,DEPOT,8574,983
14,5,CUSTOMER,DEPOT,29574,2445
1,14,CUSTOMER,CUSTOMER,19780,2378
2,14,CUSTOMER,CUSTOMER,16098,1674
3,14,CUSTOMER,CUSTOMER,16112,1950
4,14,CUSTOMER,CUSTOMER,26517,2369
5,14,CUSTOMER,CUSTOMER,19267,2188
6,14,CUSTOMER,CUSTOMER,19577,2318
7,14,CUSTOMER,CUSTOMER,31640,2701
8,14,CUSTOMER,CUSTOMER,15393,1631
9,14,CUSTOMER,CUSTOMER,18465,2066
10,14,CUSTOMER,CUSTOMER,24526,2131
11,14,CUSTOMER,CUSTOMER,13511,1371
12,14,CUSTOMER,CUSTOMER,25130,2243
13,14,CUSTOMER,CUSTOMER,16098,1710
1,14,DEPOT,CUSTOMER,29068,2615
2,14,DEPOT,CUSTOMER,24184,2089
3,14,DEPOT,CUSTOMER,14404,1342
4,14,DEPOT,CUSTOMER,10100,1147
5,14,DEPOT,CUSTOMER,28857,2336
15,1,CUSTOMER,CUSTOMER,16886,2273
15,2,CUSTOMER,CUSTOMER,23304,2667
15,3,CUSTOMER,CUSTOMER,28234,3002
15,4,CUSTOMER,CUSTOMER,25147,2303
15,5,CUSTOMER,CUSTOMER,27014,2607
15,6,CUSTOMER,CUSTOMER,19736,2765
15,7,CUSTOMER,CUSTOMER,16112,2116
15,8,CUSTOMER,CUSTOMER,25642,3087
15,9,CUSTOMER,CUSTOMER,20080,2180
15,10,CUSTOMER,CUSTOMER,21270,2442
15,11,CUSTOMER,CUSTOMER,27028,3093
15,12,CUSTOMER,CUSTOMER,20508,2379
15,13,CUSTOMER,CUSTOMER,25232,3125
15,14,CUSTOMER,CUSTOMER,40029,3622
15,15,CUSTOMER,CUSTOMER,0,0
15,1,CUSTOMER,DEPOT,15333,2079
15,2,CUSTOMER,DEPOT,22929,2004
15,3,CUSTOMER,DEPOT,27197,2700
15,4,CUSTOMER,DEPOT,37164,3357
15,5,CUSTOMER,DEPOT,12911,1685
1,15,CUSTOMER,CUSTOMER,17068,2302
2,15,CUSTOMER,CUSTOMER,23831,2804
3,15,CUSTOMER,CUSTOMER,25435,3093
4,15,CUSTOMER,CUSTOMER,20098,2201
5,15,CUSTOMER,CUSTOMER,17908,2532
6,15,CUSTOMER,CUSTOMER,17350,2338
7,15,CUSTOMER,CUSTOMER,16843,2132
8,15,CUSTOMER,CUSTOMER,25321,3058
9,15,CUSTOMER,CUSTOMER,20424,2181
10,15,CUSTOMER,CUSTOMER,21170,2381
11,15,CUSTOMER,CUSTOMER,26555,2933
12,15,CUSTOMER,CUSTOMER,20580,2410
13,15,CUSTOMER,CUSTOMER,21083,3021
14,15,CUSTOMER,CUSTOMER,40274,3661
1,15,DEPOT,CUSTOMER,16463,2205
2,15,DEPOT,CUSTOMER,17740,2000
3,15,DEPOT,CUSTOMER,27121,2652
4,15,DEPOT,CUSTOMER,30115,3405
5,15,DEPOT,CUSTOMER,12710,1553
16,1,CUSTOMER,CUSTOMER,13694,1980
16,2,CUSTOMER,CUSTOMER,20111,2374
16,3,CUSTOMER,CUSTOMER,25041,2709
16,4,CUSTOMER,CUSTOMER,13613,2112
16,5,CUSTOMER,CUSTOMER,19124,2366
16,6,CUSTOMER,CUSTOMER,16544,2472
16,7,CUSTOMER,CUSTOMER,12919,1823
16,8,CUSTOMER,CUSTOMER,22449,2794
16,9,CUSTOMER,CUSTOMER,17851,2093
16,10,CUSTOMER,CUSTOMER,18077,2149
16,11,CUSTOMER,CUSTOMER,24798,3006
16,12,CUSTOMER,CUSTOMER,17315,2086
16,13,CUSTOMER,CUSTOMER,22039,2832
16,14,CUSTOMER,CUSTOMER,36836,3329
16,15,CUSTOMER,CUSTOMER,3156,325
16,16,CUSTOMER,CUSTOMER,0,0
16,1,CUSTOMER,DEPOT,12140,1787
16,2,CUSTOMER,DEPOT,14024,1750
16,3,CUSTOMER,DEPOT,24004,2407
16,4,CUSTOMER,DEPOT,33914,3223
16,5,CUSTOMER,DEPOT,9719,1392
1,16,CUSTOMER,CUSTOMER,13955,2019
2,16,CUSTOMER,CUSTOMER,20718,2522
3,16,CUSTOMER,CUSTOMER,22322,2810
4,16,CUSTOMER,CUSTOMER,16985,1919
5,16,CUSTOMER,CUSTOMER,14795,2249
6,16,CUSTOMER,CUSTOMER,14237,2055
7,16,CUSTOMER,CUSTOMER,13730,1850
8,16,CUSTOMER,CUSTOMER,22208,2775
9,16,CUSTOMER,CUSTOMER,17677,1960
10,16,CUSTOMER,CUSTOMER,18057,2099
11,16,CUSTOMER,CUSTOMER,23808,2712
12,16,CUSTOMER,CUSTOMER,17467,2128
13,16,CUSTOMER,CUSTOMER,17970,2738
14,16,CUSTOMER,CUSTOMER,37161,3379
15,16,CUSTOMER,CUSTOMER,3245,383
1,16,DEPOT,CUSTOMER,13350,1923
2,16,DEPOT,CUSTOMER,14627,1718
3,16,DEPOT,CUSTOMER,24008,2370
4,16,DEPOT,CUSTOMER,27368,3183
5,16,DEPOT,CUSTOMER,9597,1270
31,1,CUSTOMER,CUSTOMER,6936,943
31,2,CUSTOMER,CUSTOMER,13385,1753
31,3,CUSTOMER,CUSTOMER,15445,2097
31,4,CUSTOMER,CUSTOMER,8363,1191
31,5,CUSTOMER,CUSTOMER,8618,1336
31,6,CUSTOMER,CUSTOMER,8106,1200
31,7,CUSTOMER,CUSTOMER,5359,768
31,8,CUSTOMER,CUSTOMER,11147,1573
31,9,CUSTOMER,CUSTOMER,2046,294
31,10,CUSTOMER,CUSTOMER,10877,1462
31,11,CUSTOMER,CUSTOMER,8993,1207
31,12,CUSTOMER,CUSTOMER,20105,1956
31,13,CUSTOMER,CUSTOMER,9030,1563
31,14,CUSTOMER,CUSTOMER,27447,2290
31,15,CUSTOMER,CUSTOMER,18641,1976
31,16,CUSTOMER,CUSTOMER,15894,1755
1,31,CUSTOMER,CUSTOMER,7386,1013
2,31,CUSTOMER,CUSTOMER,13458,1869
3,31,CUSTOMER,CUSTOMER,13597,2102
4,31,CUSTOMER,CUSTOMER,8139,1054
5,31,CUSTOMER,CUSTOMER,9444,1349
6,31,CUSTOMER,CUSTOMER,6065,970
7,31,CUSTOMER,CUSTOMER,5244,737
8,31,CUSTOMER,CUSTOMER,11211,1508
9,31,CUSTOMER,CUSTOMER,2061,288
10,31,CUSTOMER,CUSTOMER,10815,1471
11,31,CUSTOMER,CUSTOMER,8193,1039
12,31,CUSTOMER,CUSTOMER,18390,2095
13,31,CUSTOMER,CUSTOMER,9686,1560
14,31,CUSTOMER,CUSTOMER,20162,2293
15,31,CUSTOMER,CUSTOMER,18745,2034
16,31,CUSTOMER,CUSTOMER,16516,1947
31,31,CUSTOMER,CUSTOMER,0,0
31,1,CUSTOMER,DEPOT,18889,2176
31,2,CUSTOMER,DEPOT,10086,1338
31,3,CUSTOMER,DEPOT,14505,2122
31,4,CUSTOMER,DEPOT,11686,1571
31,5,CUSTOMER,DEPOT,11241,1204
1,31,DEPOT,CUSTOMER,15851,2041
2,31,DEPOT,CUSTOMER,10050,1378
3,31,DEPOT,CUSTOMER,23479,2121
4,31,DEPOT,CUSTOMER,11753,1511
5,31,DEPOT,CUSTOMER,10159,1277
32,1,CUSTOMER,CUSTOMER,6357,1000
32,2,CUSTOMER,CUSTOMER,10197,1590
32,3,CUSTOMER,CUSTOMER,11102,1774
32,4,CUSTOMER,CUSTOMER,7598,1199
32,5,CUSTOMER,CUSTOMER,6289,1048
32,6,CUSTOMER,CUSTOMER,5777,912
32,7,CUSTOMER,CUSTOMER,7701,1004
32,8,CUSTOMER,CUSTOMER,8819,1285
32,9,CUSTOMER,CUSTOMER,1025,219
32,10,CUSTOMER,CUSTOMER,7813,1311
32,11,CUSTOMER,CUSTOMER,6664,919
32,12,CUSTOMER,CUSTOMER,13623,2066
32,13,CUSTOMER,CUSTOMER,6701,1275
32,14,CUSTOMER,CUSTOMER,18192,2010
32,15,CUSTOMER,CUSTOMER,20798,2203
32,16,CUSTOMER,CUSTOMER,18051,1982
1,32,CUSTOMER,CUSTOMER,6910,1090
2,32,CUSTOMER,CUSTOMER,11122,1585
3,32,CUSTOMER,CUSTOMER,11262,1818
4,32,CUSTOMER,CUSTOMER,7608,1155
5,32,CUSTOMER,CUSTOMER,6605,1093
6,32,CUSTOMER,CUSTOMER,6184,934
7,32,CUSTOMER,CUSTOMER,7926,953
8,32,CUSTOMER,CUSTOMER,8875,1224
9,32,CUSTOMER,CUSTOMER,1071,210
10,32,CUSTOMER,CUSTOMER,7752,1322
11,32,CUSTOMER,CUSTOMER,5857,756
12,32,CUSTOMER,CUSTOMER,13617,2089
13,32,CUSTOMER,CUSTOMER,7350,1276
14,32,CUSTOMER,CUSTOMER,17827,2009
15,32,CUSTOMER,CUSTOMER,20463,2194
16,32,CUSTOMER,CUSTOMER,18234,2107
33,1,CUSTOMER,CUSTOMER,4263,638
33,2,CUSTOMER,CUSTOMER,11362,1417
33,3,CUSTOMER,CUSTOMER,13421,1761
33,4,CUSTOMER,CUSTOMER,6340,855
33,5,CUSTOMER,CUSTOMER,6931,1194
33,6,CUSTOMER,CUSTOMER,4761,881
33,7,CUSTOMER,CUSTOMER,2752,434
33,8,CUSTOMER,CUSTOMER,13700,1837
33,9,CUSTOMER,CUSTOMER,4787,628
33,10,CUSTOMER,CUSTOMER,8853,1126
33,11,CUSTOMER,CUSTOMER,11734,1540
33,12,CUSTOMER,CUSTOMER,14009,1752
33,13,CUSTOMER,CUSTOMER,9987,1681
33,14,CUSTOMER,CUSTOMER,29197,2431
33,15,CUSTOMER,CUSTOMER,19165,2183
33,16,CUSTOMER,CUSTOMER,16052,1900
32,31,CUSTOMER,CUSTOMER,2436,310
32,32,CUSTOMER,CUSTOMER,0,0
32,1,CUSTOMER,DEPOT,18656,2354
32,2,CUSTOMER,DEPOT,9852,1515
32,3,CUSTOMER,DEPOT,12176,1834
32,4,CUSTOMER,DEPOT,9357,1283
32,5,CUSTOMER,DEPOT,13399,1432
1,33,CUSTOMER,CUSTOMER,5313,680
2,33,CUSTOMER,CUSTOMER,11800,1548
3,33,CUSTOMER,CUSTOMER,13404,1837
4,33,CUSTOMER,CUSTOMER,6066,721
5,33,CUSTOMER,CUSTOMER,7371,1016
6,33,CUSTOMER,CUSTOMER,3784,619
7,33,CUSTOMER,CUSTOMER,2560,408
8,33,CUSTOMER,CUSTOMER,11914,1739
9,33,CUSTOMER,CUSTOMER,4507,616
10,33,CUSTOMER,CUSTOMER,8741,1138
11,33,CUSTOMER,CUSTOMER,10639,1368
12,33,CUSTOMER,CUSTOMER,16317,1761
13,33,CUSTOMER,CUSTOMER,10546,1505
14,33,CUSTOMER,CUSTOMER,30156,2635
15,33,CUSTOMER,CUSTOMER,20479,2162
16,33,CUSTOMER,CUSTOMER,16320,1960
31,32,CUSTOMER,CUSTOMER,2429,309
1,32,DEPOT,CUSTOMER,15736,2220
2,32,DEPOT,CUSTOMER,12732,1594
3,32,DEPOT,CUSTOMER,13222,1953
4,32,DEPOT,CUSTOMER,9417,1227
