id,product_id,quantity,weight,capacity,order_id
229,22,40,152.0,0.4,46
230,80,20,136.0,7.2,46
231,27,20,26.0,0.8,47
232,73,50,800.0,2.0,47
233,31,30,300.0,2.1,47
234,22,40,152.0,0.4,47
235,80,20,136.0,7.2,47
236,27,20,26.0,0.8,48
237,73,50,800.0,2.0,48
238,31,30,300.0,2.1,48
239,22,40,152.0,0.4,48
240,80,20,136.0,7.2,48
241,27,20,26.0,0.8,49
242,73,50,800.0,2.0,49
243,31,30,300.0,2.1,49
244,22,40,152.0,0.4,49
245,80,20,136.0,7.2,49
246,27,20,26.0,0.8,50
247,73,50,800.0,2.0,50
248,31,30,300.0,2.1,50
249,22,40,152.0,0.4,50
250,80,20,136.0,7.2,50
251,27,20,26.0,0.8,51
252,73,50,800.0,2.0,51
253,31,30,300.0,2.1,51
254,22,40,152.0,0.4,51
255,80,20,136.0,7.2,51
256,27,20,26.0,0.8,52
257,73,50,800.0,2.0,52
258,31,30,300.0,2.1,52
259,22,40,152.0,0.4,52
260,80,20,136.0,7.2,52
261,27,20,26.0,0.8,53
262,73,50,800.0,2.0,53
263,31,30,300.0,2.1,53
264,22,40,152.0,0.4,53
265,80,20,136.0,7.2,53
266,27,20,26.0,0.8,54
267,73,50,800.0,2.0,54
268,31,30,300.0,2.1,54
269,22,40,152.0,0.4,54
270,80,20,136.0,7.2,54
271,27,20,26.0,0.8,55
272,73,50,800.0,2.0,55
273,31,30,300.0,2.1,55
274,22,40,152.0,0.4,55
275,80,20,136.0,7.2,55
276,27,20,26.0,0.8,56
277,73,50,800.0,2.0,56
278,31,30,300.0,2.1,56
279,22,40,152.0,0.4,56
280,80,20,136.0,7.2,56
281,27,20,26.0,0.8,57
282,73,50,800.0,2.0,57
283,31,30,300.0,2.1,57
284,22,40,152.0,0.4,57
285,80,20,136.0,7.2,57
286,27,20,26.0,0.8,58
287,73,50,800.0,2.0,58
288,31,30,300.0,2.1,58
289,22,40,152.0,0.4,58
290,80,20,136.0,7.2,58
291,27,20,26.0,0.8,59
292,73,50,800.0,2.0,59
293,31,30,300.0,2.1,59
294,22,40,152.0,0.4,59
295,80,20,136.0,7.2,59
296,27,20,26.0,0.8,60
297,73,50,800.0,2.0,60
298,31,30,300.0,2.1,60
299,22,40,152.0,0.4,60
300,80,20,136.0,7.2,60
301,27,100,130.0,4.0,61
302,73,12,192.0,0.48,61
303,22,21,79.8,0.21,61
304,73,22,352.0,0.88,61
305,27,100,130.0,4.0,62
306,73,12,192.0,0.48,62
307,22,21,79.8,0.21,62
308,73,22,352.0,0.88,62
309,27,100,130.0,4.0,63
310,73,12,192.0,0.48,63
311,22,21,79.8,0.21,63
312,73,22,352.0,0.88,63
313,27,100,130.0,4.0,64
314,73,12,192.0,0.48,64
315,22,21,79.8,0.21,64
316,73,22,352.0,0.88,64
317,27,100,130.0,4.0,65
318,73,12,192.0,0.48,65
319,22,21,79.8,0.21,65
320,73,22,352.0,0.88,65
321,27,100,130.0,4.0,66
322,73,12,192.0,0.48,66
323,22,21,79.8,0.21,66
324,73,22,352.0,0.88,66
325,27,100,130.0,4.0,67
326,73,12,192.0,0.48,67
327,22,21,79.8,0.21,67
328,73,22,352.0,0.88,67
329,27,100,130.0,4.0,68
330,73,12,192.0,0.48,68
331,22,21,79.8,0.21,68
332,73,22,352.0,0.88,68
333,27,100,130.0,4.0,69
334,73,12,192.0,0.48,69
335,22,21,79.8,0.21,69
336,73,22,352.0,0.88,69
337,27,100,130.0,4.0,70
338,73,12,192.0,0.48,70
339,22,21,79.8,0.21,70
340,73,22,352.0,0.88,70
341,73,40,640.0,1.6,71
342,27,50,65.0,2.0,71
343,31,30,300.0,2.1,71
344,73,40,640.0,1.6,72
345,27,50,65.0,2.0,72
346,31,30,300.0,2.1,72
347,73,40,640.0,1.6,73
348,27,50,65.0,2.0,73
349,31,30,300.0,2.1,73
350,73,40,640.0,1.6,74
351,27,50,65.0,2.0,74
352,31,30,300.0,2.1,74
353,73,40,640.0,1.6,75
354,27,50,65.0,2.0,75
355,31,30,300.0,2.1,75
356,73,40,640.0,1.6,76
357,27,50,65.0,2.0,76
358,31,30,300.0,2.1,76
359,73,40,640.0,1.6,77
360,27,50,65.0,2.0,77
361,31,30,300.0,2.1,77
362,73,40,640.0,1.6,78
363,27,50,65.0,2.0,78
364,31,30,300.0,2.1,78
365,73,40,640.0,1.6,79
366,27,50,65.0,2.0,79
367,31,30,300.0,2.1,79
368,73,40,640.0,1.6,80
369,27,50,65.0,2.0,80
370,31,30,300.0,2.1,80
371,73,40,640.0,1.6,81
372,27,50,65.0,2.0,81
373,31,30,300.0,2.1,81
374,73,40,640.0,1.6,82
375,27,50,65.0,2.0,82
376,31,30,300.0,2.1,82
377,73,40,640.0,1.6,83
378,27,50,65.0,2.0,83
379,31,30,300.0,2.1,83
380,73,40,640.0,1.6,84
381,27,50,65.0,2.0,84
382,31,30,300.0,2.1,84
383,73,40,640.0,1.6,85
384,27,50,65.0,2.0,85
385,31,30,300.0,2.1,85
386,73,40,640.0,1.6,86
387,27,50,65.0,2.0,86
388,31,30,300.0,2.1,86
389,73,40,640.0,1.6,87
390,27,50,65.0,2.0,87
391,31,30,300.0,2.1,87
392,73,40,640.0,1.6,88
393,27,50,65.0,2.0,88
394,31,30,300.0,2.1,88
395,73,40,640.0,1.6,89
396,27,50,65.0,2.0,89
397,31,30,300.0,2.1,89
398,73,40,640.0,1.6,90
399,27,50,65.0,2.0,90
400,31,30,300.0,2.1,90
401,73,40,640.0,1.6,91
402,27,50,65.0,2.0,91
403,31,30,300.0,2.1,91
404,73,40,640.0,1.6,92
405,27,50,65.0,2.0,92
406,31,30,300.0,2.1,92
407,73,40,640.0,1.6,93
408,27,50,65.0,2.0,93
409,31,30,300.0,2.1,93
410,73,40,640.0,1.6,94
411,27,50,65.0,2.0,94
412,31,30,300.0,2.1,94
413,73,40,640.0,1.6,95
414,27,50,65.0,2.0,95
415,31,30,300.0,2.1,95
416,73,40,640.0,1.6,96
417,27,50,65.0,2.0,96
418,31,30,300.0,2.1,96
419,73,40,640.0,1.6,97
420,27,50,65.0,2.0,97
421,31,30,300.0,2.1,97
422,73,40,640.0,1.6,98
423,27,50,65.0,2.0,98
424,31,30,300.0,2.1,98
425,73,40,640.0,1.6,99
426,27,50,65.0,2.0,99
427,31,30,300.0,2.1,99
428,73,40,640.0,1.6,100
429,27,50,65.0,2.0,100
430,31,30,300.0,2.1,100
431,73,40,640.0,1.6,101
432,27,50,65.0,2.0,101
433,31,30,300.0,2.1,101
434,73,40,640.0,1.6,102
435,27,50,65.0,2.0,102
436,31,30,300.0,2.1,102
437,73,40,640.0,1.6,103
438,27,50,65.0,2.0,103
439,31,30,300.0,2.1,103
440,73,40,640.0,1.6,104
441,27,50,65.0,2.0,104
442,31,30,300.0,2.1,104
443,73,40,640.0,1.6,105
444,27,50,65.0,2.0,105
445,31,30,300.0,2.1,105
446,73,40,640.0,1.6,106
447,27,50,65.0,2.0,106
448,31,30,300.0,2.1,106
449,73,40,640.0,1.6,107
450,27,50,65.0,2.0,107
451,31,30,300.0,2.1,107
452,73,40,640.0,1.6,108
453,27,50,65.0,2.0,108
454,31,30,300.0,2.1,108
455,73,40,640.0,1.6,109
456,27,50,65.0,2.0,109
457,31,30,300.0,2.1,109
458,73,40,640.0,1.6,110
459,27,50,65.0,2.0,110
460,31,30,300.0,2.1,110
461,73,40,640.0,1.6,111
462,27,50,65.0,2.0,111
463,31,30,300.0,2.1,111
464,73,40,640.0,1.6,112
465,27,50,65.0,2.0,112
466,31,30,300.0,2.1,112
467,73,40,640.0,1.6,113
468,27,50,65.0,2.0,113
469,31,30,300.0,2.1,113
470,73,40,640.0,1.6,114
471,27,50,65.0,2.0,114
472,31,30,300.0,2.1,114
473,73,40,640.0,1.6,115
474,27,50,65.0,2.0,115
475,31,30,300.0,2.1,115
476,73,40,640.0,1.6,116
477,27,50,65.0,2.0,116
478,31,30,300.0,2.1,116
479,73,40,640.0,1.6,117
480,27,50,65.0,2.0,117
481,31,30,300.0,2.1,117
482,73,40,640.0,1.6,118
483,27,50,65.0,2.0,118
484,31,30,300.0,2.1,118
485,73,40,640.0,1.6,119
486,27,50,65.0,2.0,119
487,31,30,300.0,2.1,119
488,73,40,640.0,1.6,120
489,27,50,65.0,2.0,120
490,31,30,300.0,2.1,120
491,73,40,640.0,1.6,121
492,27,50,65.0,2.0,121
493,31,30,300.0,2.1,121
494,73,40,640.0,1.6,122
495,27,50,65.0,2.0,122
496,31,30,300.0,2.1,122
497,73,40,640.0,1.6,123
498,27,50,65.0,2.0,123
499,31,30,300.0,2.1,123
500,73,40,640.0,1.6,124
501,27,50,65.0,2.0,124
502,31,30,300.0,2.1,124
503,73,40,640.0,1.6,125
504,27,50,65.0,2.0,125
505,31,30,300.0,2.1,125
506,73,40,640.0,1.6,126
507,27,50,65.0,2.0,126
508,31,30,300.0,2.1,126
509,73,40,640.0,1.6,127
510,27,50,65.0,2.0,127
511,31,30,300.0,2.1,127
512,73,40,640.0,1.6,128
513,27,50,65.0,2.0,128
514,31,30,300.0,2.1,128
515,73,40,640.0,1.6,129
516,27,50,65.0,2.0,129
517,31,30,300.0,2.1,129
518,73,40,640.0,1.6,130
519,27,50,65.0,2.0,130
520,31,30,300.0,2.1,130
521,73,40,640.0,1.6,131
522,27,50,65.0,2.0,131
523,31,30,300.0,2.1,131
524,80,20,136.0,7.2,131
525,73,40,640.0,1.6,132
526,27,50,65.0,2.0,132
527,31,30,300.0,2.1,132
528,80,20,136.0,7.2,132
529,73,40,640.0,1.6,133
530,27,50,65.0,2.0,133
531,31,30,300.0,2.1,133
532,80,20,136.0,7.2,133
533,73,40,640.0,1.6,134
534,27,50,65.0,2.0,134
535,31,30,300.0,2.1,134
536,80,20,136.0,7.2,134
537,73,40,640.0,1.6,135
538,27,50,65.0,2.0,135
539,31,30,300.0,2.1,135
540,80,20,136.0,7.2,135
541,73,40,640.0,1.6,136
542,27,50,65.0,2.0,136
543,31,30,300.0,2.1,136
544,80,20,136.0,7.2,136
545,73,40,640.0,1.6,137
546,27,50,65.0,2.0,137
547,31,30,300.0,2.1,137
548,80,20,136.0,7.2,137
549,73,40,640.0,1.6,138
550,27,50,65.0,2.0,138
551,31,30,300.0,2.1,138
552,80,20,136.0,7.2,138
553,73,40,640.0,1.6,139
554,27,50,65.0,2.0,139
555,31,30,300.0,2.1,139
556,80,20,136.0,7.2,139
557,73,40,640.0,1.6,140
558,27,50,65.0,2.0,140
559,31,30,300.0,2.1,140
560,80,20,136.0,7.2,140
561,27,12,15.6,0.48,141
562,27,10,13.0,0.4,142
563,31,3,24.0,0.21,142
564,73,8,48.0,0.32,142
565,27,7,9.1,0.28,143
566,73,10,60.0,0.4,143
567,31,3,24.0,0.21,143
568,27,7,9.1,0.28,144
569,73,10,60.0,0.4,144
570,31,3,24.0,0.21,144
571,27,7,9.1,0.28,145
572,73,10,60.0,0.4,145
573,31,3,24.0,0.21,145
574,27,7,9.1,0.28,146
575,73,10,60.0,0.4,146
576,31,3,24.0,0.21,146
577,27,7,9.1,0.28,147
578,73,10,60.0,0.4,147
579,31,3,24.0,0.21,147
580,27,7,9.1,0.28,148
581,73,10,60.0,0.4,148
582,31,3,24.0,0.21,148
583,27,7,9.1,0.28,149
584,73,10,60.0,0.4,149
585,31,3,24.0,0.21,149
586,27,7,9.1,0.28,150
587,73,10,60.0,0.4,150
588,31,3,24.0,0.21,150
589,27,7,9.1,0.28,151
590,73,10,60.0,0.4,151
591,31,3,24.0,0.21,151
592,27,7,9.1,0.28,152
593,73,10,60.0,0.4,152
594,31,3,24.0,0.21,152
595,27,7,9.1,0.28,153
596,73,10,60.0,0.4,153
597,31,3,24.0,0.21,153
598,27,7,9.1,0.28,154
599,73,10,60.0,0.4,154
600,31,3,24.0,0.21,154
601,27,7,9.1,0.28,155
602,73,10,60.0,0.4,155
603,31,3,24.0,0.21,155
604,27,7,9.1,0.28,156
605,73,10,60.0,0.4,156
606,31,3,24.0,0.21,156
607,27,7,9.1,0.28,157
608,73,10,60.0,0.4,157
609,31,3,24.0,0.21,157
610,27,7,9.1,0.28,158
611,73,10,60.0,0.4,158
612,31,3,24.0,0.21,158
613,27,7,9.1,0.28,159
614,73,10,60.0,0.4,159
615,31,3,24.0,0.21,159
616,27,7,9.1,0.28,160
617,73,10,60.0,0.4,160
618,31,3,24.0,0.21,160
619,27,7,9.1,0.28,161
620,73,10,60.0,0.4,161
621,31,3,24.0,0.21,161
622,27,7,9.1,0.28,162
623,73,10,60.0,0.4,162
624,31,3,24.0,0.21,162
625,27,7,9.1,0.28,163
626,73,10,60.0,0.4,163
627,31,3,24.0,0.21,163
628,27,7,9.1,0.28,164
629,73,10,60.0,0.4,164
630,31,3,24.0,0.21,164
631,27,7,9.1,0.28,165
632,73,10,60.0,0.4,165
633,31,3,24.0,0.21,165
634,27,7,9.1,0.28,166
635,73,10,60.0,0.4,166
636,31,3,24.0,0.21,166
637,27,7,9.1,0.28,167
638,73,10,60.0,0.4,167
639,31,3,24.0,0.21,167
640,27,7,9.1,0.28,168
641,73,10,60.0,0.4,168
642,31,3,24.0,0.21,168
643,27,7,9.1,0.28,169
644,73,10,60.0,0.4,169
645,31,3,24.0,0.21,169
646,27,7,9.1,0.28,170
647,73,10,60.0,0.4,170
648,31,3,24.0,0.21,170
649,27,7,9.1,0.28,171
650,73,10,60.0,0.4,171
651,31,3,24.0,0.21,171
652,27,7,9.1,0.28,172
653,73,10,60.0,0.4,172
654,31,3,24.0,0.21,172
655,27,10,13.0,0.4,173
656,73,2,12.0,0.08,173
657,31,10,80.0,0.7,173
658,27,10,13.0,0.4,174
659,73,2,12.0,0.08,174
660,31,10,80.0,0.7,174
661,27,10,13.0,0.4,175
662,73,2,12.0,0.08,175
663,31,10,80.0,0.7,175
664,27,10,13.0,0.4,176
665,73,2,12.0,0.08,176
666,31,10,80.0,0.7,176
667,27,10,13.0,0.4,177
668,73,2,12.0,0.08,177
669,31,10,80.0,0.7,177
670,27,10,13.0,0.4,178
671,73,2,12.0,0.08,178
672,31,10,80.0,0.7,178
673,27,10,13.0,0.4,179
674,73,2,12.0,0.08,179
675,31,10,80.0,0.7,179
676,27,10,13.0,0.4,180
677,73,2,12.0,0.08,180
678,31,10,80.0,0.7,180
679,27,10,13.0,0.4,181
680,73,2,12.0,0.08,181
681,31,10,80.0,0.7,181
682,27,10,13.0,0.4,182
683,73,2,12.0,0.08,182
684,31,10,80.0,0.7,182
685,27,10,13.0,0.4,183
686,73,2,12.0,0.08,183
687,31,10,80.0,0.7,183
688,27,10,13.0,0.4,184
689,73,2,12.0,0.08,184
690,31,10,80.0,0.7,184
691,27,10,13.0,0.4,185
692,73,2,12.0,0.08,185
693,31,10,80.0,0.7,185
694,27,10,13.0,0.4,186
695,73,2,12.0,0.08,186
696,31,10,80.0,0.7,186
697,27,10,13.0,0.4,187
698,73,2,12.0,0.08,187
699,31,10,80.0,0.7,187
700,27,10,13.0,0.4,188
701,73,2,12.0,0.08,188
702,31,10,80.0,0.7,188
703,27,10,13.0,0.4,189
704,73,2,12.0,0.08,189
705,31,10,80.0,0.7,189
706,27,10,13.0,0.4,190
707,73,2,12.0,0.08,190
708,31,10,80.0,0.7,190
709,27,10,13.0,0.4,191
710,73,2,12.0,0.08,191
711,31,10,80.0,0.7,191
712,27,10,13.0,0.4,192
713,73,2,12.0,0.08,192
714,31,10,80.0,0.7,192
715,27,10,13.0,0.4,193
716,73,2,12.0,0.08,193
717,31,10,80.0,0.7,193
718,27,10,13.0,0.4,194
719,73,2,12.0,0.08,194
720,31,10,80.0,0.7,194
721,27,10,13.0,0.4,195
722,73,2,12.0,0.08,195
723,31,10,80.0,0.7,195
724,27,10,13.0,0.4,196
725,73,2,12.0,0.08,196
726,31,10,80.0,0.7,196
727,27,10,13.0,0.4,197
728,73,2,12.0,0.08,197
729,31,10,80.0,0.7,197
730,27,10,13.0,0.4,198
731,73,2,12.0,0.08,198
732,31,10,80.0,0.7,198
733,27,10,13.0,0.4,199
734,73,2,12.0,0.08,199
735,31,10,80.0,0.7,199
736,27,10,13.0,0.4,200
737,73,2,12.0,0.08,200
738,31,10,80.0,0.7,200
739,27,10,13.0,0.4,201
740,73,2,12.0,0.08,201
741,31,10,80.0,0.7,201
742,27,10,13.0,0.4,202
743,73,2,12.0,0.08,202
744,31,10,80.0,0.7,202
745,27,10,13.0,0.4,203
746,73,2,12.0,0.08,203
747,31,10,80.0,0.7,203
748,27,10,13.0,0.4,204
749,73,2,12.0,0.08,204
750,31,10,80.0,0.7,204
751,27,10,13.0,0.4,205
752,73,2,12.0,0.08,205
753,31,10,80.0,0.7,205
754,27,10,13.0,0.4,206
755,73,2,12.0,0.08,206
756,31,10,80.0,0.7,206
757,27,10,13.0,0.4,207
758,73,2,12.0,0.08,207
759,31,10,80.0,0.7,207
760,27,10,13.0,0.4,208
761,73,2,12.0,0.08,208
762,31,10,80.0,0.7,208
763,27,10,13.0,0.4,209
764,73,2,12.0,0.08,209
765,31,10,80.0,0.7,209
766,27,10,13.0,0.4,210
767,73,2,12.0,0.08,210
768,31,10,80.0,0.7,210
769,27,10,13.0,0.4,211
770,73,2,12.0,0.08,211
771,31,10,80.0,0.7,211
772,22,10,38.0,0.1,212
773,27,10,13.0,0.4,212
774,73,4,24.0,0.16,212
775,73,2,12.0,0.08,212
776,22,10,38.0,0.1,213
777,27,10,13.0,0.4,213
778,73,4,24.0,0.16,213
779,73,2,12.0,0.08,213
784,22,10,38.0,0.1,215
785,27,10,13.0,0.4,215
786,73,4,24.0,0.16,215
787,73,2,12.0,0.08,215
788,22,10,38.0,0.1,216
789,27,10,13.0,0.4,216
790,73,4,24.0,0.16,216
791,73,2,12.0,0.08,216
792,22,10,38.0,0.1,217
793,27,10,13.0,0.4,217
794,73,4,24.0,0.16,217
795,73,2,12.0,0.08,217
796,22,10,38.0,0.1,218
797,27,10,13.0,0.4,218
798,73,4,24.0,0.16,218
799,73,2,12.0,0.08,218
808,22,10,38.0,0.1,221
809,27,10,13.0,0.4,221
810,73,4,24.0,0.16,221
811,73,2,12.0,0.08,221
812,22,10,38.0,0.1,222
813,27,10,13.0,0.4,222
814,73,4,24.0,0.16,222
815,73,2,12.0,0.08,222
820,73,10,60.0,0.4,1
821,27,20,26.0,0.8,1
822,31,10,80.0,0.7,1
823,22,10,38.0,0.1,1
824,73,20,120.0,0.8,2
825,27,20,26.0,0.8,2
826,31,20,160.0,1.4,2
827,22,10,38.0,0.1,2
828,73,20,120.0,0.8,3
829,27,20,26.0,0.8,3
830,31,20,160.0,1.4,3
831,22,10,38.0,0.1,3
832,73,20,120.0,0.8,4
833,27,20,26.0,0.8,4
834,31,20,160.0,1.4,4
835,22,10,38.0,0.1,4
836,73,20,120.0,0.8,5
837,27,20,26.0,0.8,5
838,31,20,160.0,1.4,5
839,22,10,38.0,0.1,5
840,73,20,120.0,0.8,6
841,27,20,26.0,0.8,6
842,31,20,160.0,1.4,6
843,22,10,38.0,0.1,6
844,73,20,120.0,0.8,7
845,27,20,26.0,0.8,7
846,31,20,160.0,1.4,7
847,22,10,38.0,0.1,7
848,73,20,120.0,0.8,8
849,27,20,26.0,0.8,8
850,31,20,160.0,1.4,8
851,22,10,38.0,0.1,8
852,73,20,120.0,0.8,9
853,27,20,26.0,0.8,9
854,31,20,160.0,1.4,9
855,22,10,38.0,0.1,9
856,73,20,120.0,0.8,10
857,27,20,26.0,0.8,10
858,31,20,160.0,1.4,10
859,22,10,38.0,0.1,10
860,73,20,120.0,0.8,11
861,27,20,26.0,0.8,11
862,31,20,160.0,1.4,11
863,22,10,38.0,0.1,11
864,73,20,120.0,0.8,12
865,27,20,26.0,0.8,12
866,31,20,160.0,1.4,12
867,22,10,38.0,0.1,12
868,73,20,120.0,0.8,13
869,27,20,26.0,0.8,13
870,31,20,160.0,1.4,13
871,22,10,38.0,0.1,13
872,73,20,120.0,0.8,14
873,27,20,26.0,0.8,14
874,31,20,160.0,1.4,14
875,22,10,38.0,0.1,14
876,73,20,120.0,0.8,15
877,27,20,26.0,0.8,15
878,31,20,160.0,1.4,15
879,22,10,38.0,0.1,15
880,73,20,120.0,0.8,16
881,27,20,26.0,0.8,16
882,31,20,160.0,1.4,16
883,22,10,38.0,0.1,16
932,31,10,80.0,0.7,41
933,73,20,120.0,0.8,41
934,31,10,80.0,0.7,42
935,73,20,120.0,0.8,42
936,31,10,80.0,0.7,43
937,73,20,120.0,0.8,43
938,31,10,80.0,0.7,44
939,73,20,120.0,0.8,44
940,31,10,80.0,0.7,45
941,73,20,120.0,0.8,45
942,31,10,80.0,0.7,46
943,73,20,120.0,0.8,46
944,31,10,80.0,0.7,47
945,73,20,120.0,0.8,47
946,31,10,80.0,0.7,48
947,73,20,120.0,0.8,48
948,31,10,80.0,0.7,49
949,73,20,120.0,0.8,49
950,31,10,80.0,0.7,50
951,73,20,120.0,0.8,50
952,31,10,80.0,0.7,51
953,73,20,120.0,0.8,51
954,31,10,80.0,0.7,52
955,73,20,120.0,0.8,52
956,31,10,80.0,0.7,53
957,73,20,120.0,0.8,53
958,31,10,80.0,0.7,54
959,73,20,120.0,0.8,54
960,31,10,80.0,0.7,55
961,73,20,120.0,0.8,55
962,31,10,80.0,0.7,56
963,73,20,120.0,0.8,56
964,31,10,80.0,0.7,57
965,73,20,120.0,0.8,57
966,31,10,80.0,0.7,58
967,73,20,120.0,0.8,58
968,31,10,80.0,0.7,59
969,73,20,120.0,0.8,59
970,31,10,80.0,0.7,60
971,73,20,120.0,0.8,60
972,31,10,80.0,0.7,61
973,73,20,120.0,0.8,61
974,31,10,80.0,0.7,62
975,73,20,120.0,0.8,62
976,31,10,80.0,0.7,63
977,73,20,120.0,0.8,63
978,31,10,80.0,0.7,64
979,73,20,120.0,0.8,64
980,31,10,80.0,0.7,65
981,73,20,120.0,0.8,65
982,31,10,80.0,0.7,66
983,73,20,120.0,0.8,66
984,31,10,80.0,0.7,67
985,73,20,120.0,0.8,67
986,31,10,80.0,0.7,68
987,73,20,120.0,0.8,68
988,31,10,80.0,0.7,69
989,73,20,120.0,0.8,69
990,31,10,80.0,0.7,70
991,73,20,120.0,0.8,70
992,31,10,80.0,0.7,71
993,73,20,120.0,0.8,71
994,31,10,80.0,0.7,72
995,73,20,120.0,0.8,72
996,73,20,120.0,0.8,73
997,22,20,76.0,0.2,73
998,27,10,13.0,0.4,73
999,73,20,120.0,0.8,74
1000,22,20,76.0,0.2,74
1001,27,10,13.0,0.4,74
1002,73,20,120.0,0.8,75
1003,22,20,76.0,0.2,75
1004,27,10,13.0,0.4,75
1005,73,20,120.0,0.8,76
1006,22,20,76.0,0.2,76
1007,27,10,13.0,0.4,76
1008,73,20,120.0,0.8,77
1009,22,20,76.0,0.2,77
1010,27,10,13.0,0.4,77
1011,73,20,120.0,0.8,78
1012,22,20,76.0,0.2,78
1013,27,10,13.0,0.4,78
1014,73,20,120.0,0.8,79
1015,22,20,76.0,0.2,79
1016,27,10,13.0,0.4,79
1017,73,20,120.0,0.8,80
1018,22,20,76.0,0.2,80
1019,27,10,13.0,0.4,80
1020,73,20,120.0,0.8,81
1021,22,20,76.0,0.2,81
1022,27,10,13.0,0.4,81
1023,73,20,120.0,0.8,82
1024,22,20,76.0,0.2,82
1025,27,10,13.0,0.4,82
1026,73,40,240.0,1.6,83
1027,22,20,76.0,0.2,83
1028,27,10,13.0,0.4,83
1029,73,40,240.0,1.6,84
1030,22,20,76.0,0.2,84
1031,27,10,13.0,0.4,84
1032,73,40,240.0,1.6,85
1033,22,20,76.0,0.2,85
1034,27,10,13.0,0.4,85
1035,73,40,240.0,1.6,86
1036,22,20,76.0,0.2,86
1037,27,10,13.0,0.4,86
1038,73,40,240.0,1.6,87
1039,22,20,76.0,0.2,87
1040,27,10,13.0,0.4,87
1041,73,40,240.0,1.6,88
1042,22,20,76.0,0.2,88
1043,27,10,13.0,0.4,88
1044,73,40,240.0,1.6,89
1045,22,20,76.0,0.2,89
1046,27,10,13.0,0.4,89
1047,73,40,240.0,1.6,90
1048,22,20,76.0,0.2,90
1049,27,10,13.0,0.4,90
1050,73,40,240.0,1.6,91
1051,22,20,76.0,0.2,91
1052,27,10,13.0,0.4,91
1053,73,40,240.0,1.6,92
