id,created_at,updated_at,address,code,end_time,latitude,longitude,name,start_time,penalty_cost,dx_code
331,1659034027466,1659034027473,"45 P. Hào Nam, Chợ Dừa, Đống Đa, Hà Nội, Việt Nam",C331,75600,21.0225915,105.8263294,Circle K - 45 Hào Nam,25200,1100,62e2d9abfb8c560e0ddb08b7
121,1658976515279,1658976515293,"Ngách 6 Ng. 15 An D. Vương, Phú Thượng, Tây Hồ, Hà Nội, Việt Nam",C121,73800,21.0869945,105.8146509,WinMart+ Packexim,27000,1200,62e1f902a8246413de0aba16
7,1658895743988,1658895744004,"Tràng An Complex, Số 1 Phùng Chí Kiên, Nghĩa Đô, Cầu Giấy, Hà Nội",C7,75600,21.044011,105.8028368,VinMart Tràng An,28800,1000,62e0bd7f2c553306621a1880
217,1658996329344,1658996329351,"24 Phố Sài Đồng, Sài Đồng, Long Biên, Hà Nội",C217,79200,21.0332449,105.9095876,WinMart+ 24 Sài Đồng,27000,1300,62e24669a8246413de0ac226
156,1658979523642,1658979523652,"64 P. Cự Lộc, Nhân Chính, Thanh Xuân, Hà Nội, Việt Nam",C156,79200,21.002933,105.811708,WinMart+ 64 Cự Lộc,28800,1250,62e204c3a8246413de0abcaf
335,1659034172700,1659034172706,"Rice City Linh Đàm - Tòa Trung, G1, Hoàng Mai, Hà Nội, Việt Nam",C335,75600,20.9633858,105.8230591,Circle K - Rice City Linh Đàm,25200,1100,62e2da3cfb8c560e0ddb0903
265,1658998114036,1658998114043,"Số 464 Đ. Hoàng Công Chất, Cầu Diễn, Bắc Từ Liêm, Hà Nội, Việt Nam",C265,79200,21.0484953,105.7693356,WinMart+ 464 Hoàng Công Chất,27000,1100,62e24d61a8246413de0ac6c4
27,1658897102629,1658897102652,"204 Giang Cao, Bát Tràng, Gia Lâm, Hà Nội",C27,75600,20.9788994,105.9160607,WinMart+ Bát Tràng,28800,1000,62e0c2ce2c553306621a19fc
209,1658996102935,1658996102945,"271 Phố Bồ Đề, Lâm Du, Bồ Đề, Long Biên, Hà Nội",C209,79200,21.0336659,105.8775066,WinMart+  Ngõ 22 Phố Phú Viên,27000,1300,62e24586a8246413de0ac18e
220,1658996418760,1658996418767,"Số 47 ngõ 187, phố P. Hồng Mai, Quỳnh Lôi, Hai Bà Trưng, Hà Nội, Việt Nam",C220,79200,20.9993386,105.8567028,WinMart+ 47 Ngõ 187 Hồng Mai,27000,1300,62e246c2a8246413de0ac25f
255,1658997770938,1658997770946,"Intracom 1, Trung Văn, Nam Từ Liêm, Hà Nội",C255,79200,20.990675,105.7877654,WinMart+ Intracom Trung Văn,27000,1100,62e24c0aa8246413de0ac606
238,1658997275900,1658997275908,"Số 145 phố, P. Lò Đúc, Đống Mác, Hai Bà Trưng, Hà Nội, Việt Nam",C238,79200,21.009874,105.8605751,WinMart+ 145 Lò Đúc,27000,1100,62e24a1ba8246413de0ac4c3
312,1659031861733,1659031861744,"A8 P. Tôn Thất Tùng, Kim Liên, Đống Đa, Hà Nội, Việt Nam",C312,75600,21.0043525,105.8311572,Circle K A8 Tôn Thất Tùng,25200,1100,62e2d135fb8c560e0ddb074e
143,1658978988846,1658978988853,"số 82 Đ. Nguyễn Tuân, Thanh Xuân Trung, Thanh Xuân, Hà Nội, Việt Nam",C143,79200,20.9966826,105.8053548,WinMart+ 82 Nguyễn Tuân,28800,1250,62e202aca8246413de0abbb8
171,1658980413279,1658980413312,"WinMart+, 85 Phố Yên Sở, Khu đô thị Yên Duyên, Yên Sở, Hoàng Mai, Hà Nội",C171,79200,20.967042,105.870371,WinMart+ 85 Yên Sở,28800,1250,62e2083ca8246413de0abdcc
102,1658975432297,1658975432306,"56B Đinh Tiên Hoàng, Phường Ngô Quyền, Thị xã Sơn Tây, Thành phố Hà Nội",C102,73800,21.1429395,105.5029561,"WinMart+ Đinh Tiên Hoàng, Sơn Tây",27000,1200,62e1f4c8a8246413de0ab8ad
266,1658998194809,1658998194820,"134 Hoàng Tăng Bí. TDP, Tân Nhuệ, Đông Ngạc, Bắc Từ Liêm, Hà Nội, Việt Nam",C266,79200,21.0827919,105.7821938,WinMart+ Ecohome 2,27000,1100,62e24db2a8246413de0ac6d7
73,1658973074908,1658973074918,"Tầng 2, TTTM Vincom Center Trần duy Hưng, đường Trần Duy Hưng, Trung Hòa, Cầu Giấy, Hà Nội",C73,73800,21.0062226,105.7952365,WinMart VCC HNI Trần Duy Hưng,27000,1200,62e1eb92a8246413de0ab686
44,1658900616962,1658900616984,"28 Nguyễn Thái Học, Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội",C44,74700,21.0292717,105.8405698,WinMart+28 Nguyễn Thái Học,27900,1100,62e0d0882c553306621a26df
341,1659034771556,1659034771567,"125 P. Hoàng Ngân, Trung Hoà, Cầu Giấy, Hà Nội, Việt Nam",C341,75600,21.0089987,105.8065561,Circle k - 125 Hoàng Ngân,25200,1100,62e2dc93fb8c560e0ddb0975
93,1658974830659,1658974830671,"Số 23 P. Gia Ngư, Hàng Bạc, Hoàn Kiếm, Hà Nội, Việt Nam",C93,73800,21.0331231,105.8527578,WinMart+ 23 Gia Ngư,27000,1200,62e1f26ea8246413de0ab802
366,1659037259977,1659037259984,"61 Đ. Lê Văn Lương, Trung Hoà, Cầu Giấy, Hà Nội, Việt Nam",C366,79200,21.0090458,105.8093154,Siêu thị Điện máy XANH - 61 Đ. Lê Văn Lương,28800,2100,62e2e64bfb8c560e0ddb0b50
144,1658979028855,1658979028865,"WinMart+ - Tòa nhà N07B2 - Khu đô thị mới Dịch Vọng, Thành Thái, Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội",C144,79200,21.0377821,105.7969492,WinMart+ N07B2 Dịch Vọng,28800,1250,62e202d4a8246413de0abbcb
74,1658973113874,1658973113883,"Ngõ 28 Đường Xuân La, phường Xuân La, quận Tây Hồ, Hà Nội",C74,73800,21.0652141,105.8077605,WinMart Xuân La,27000,1200,62e1ebb9a8246413de0ab699
357,1659036999503,1659036999515,"260 Đ. Cầu Giấy, Quan Hoa, Cầu Giấy, Hà Nội 10000, Việt Nam",C357,79200,21.0345191,105.7961113,Điện máy xanh - 260 Cầu Giấy,28800,2100,62e2e547fb8c560e0ddb0aa5
32,1658899898181,1658899898208,"123 Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Thành phố Hà Nội",C32,73800,21.0635658,105.8314034,WinMart+ 123 Âu Cơ,27000,1200,62e0cdb92c553306621a24a8
205,1658995976759,1658995976767,"15 Ng. 68 Đ. Ngọc Thụy, phốTrung Hà, Long Biên, Hà Nội, Việt Nam",C205,79200,21.0497268,105.8659682,WinMart+  Ngọc Thụy,27000,1300,62e24508a8246413de0ac142
340,1659034424528,1659034424538,"7 P. Nguyễn Thị Định, Trung Hoà, Cầu Giấy, Hà Nội, Việt Nam",C340,75600,21.0127125,105.8036719,Circle k - 7 Nguyễn Thị Định,25200,1100,62e2db38fb8c560e0ddb0962
94,1658974890535,1658974890543,"Ga Hà Nội, 120 Đường Lê Duẩn, Văn Miếu, Đống Đa, Hà Nội",C94,73800,21.0242529,105.841029,WinMart+ 120 Lê Duẩn (Ga Hà Nội),27000,1200,62e1f2aaa8246413de0ab815
310,1659031791209,1659031791216,"9 Đường P. Hương Viên, Phường, Hai Bà Trưng, Hà Nội, Việt Nam",C310,75600,21.0129028,105.8562064,Circle K Hương Viên,25200,1100,62e2d0eefb8c560e0ddb0728
214,1658996256936,1658996256945,"97 Phố Sài Đồng, Sài Đồng, Long Biên, Hà Nội",C214,79200,21.0359332,105.910896,WinMart+ 97 Sài Đồng,27000,1300,62e24620a8246413de0ac1ed
19,1658896497248,1658896497280,"Số 183 Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Thành phố Hà Nội",C19,75600,20.9975522,105.8228263,WinMart+ Hoàng Văn Thái,28800,1000,62e0c0702c553306621a1964
371,1659037532338,1659037532346,"501 P. Vũ Tông Phan, Khương Đình, Thanh Xuân, Hà Nội, Việt Nam",C371,79200,20.986201,105.8142495,Siêu thị Điện máy XANH 501 P. Vũ Tông Phan,28800,2100,62e2e75cfb8c560e0ddb0baf
64,1658972504182,1658972504195,"1 P.Trung Hòa, Trung Hoà, Cầu Giấy, Hà Nội, Việt Nam",C64,73800,21.0138383,105.8018324,WinMart Trung Yên,27000,1200,62e1e957a8246413de0ab5db
326,1659033817289,1659033817296,"Ngõ 34 P. Mai Anh Tuấn, Chợ Dừa, Đống Đa, Hà Nội, Việt Nam",C326,75600,21.0187335,105.8224546,Circle K - Mai Anh Tuấn,25200,1100,62e2d8d8fb8c560e0ddb0858
98,1658975030992,1658975030998,"8 Phố Lê Văn Linh, Hàng Mã, Hoàn Kiếm, Hà Nội",C98,73800,21.037465,105.845865,WinMart+ Số 8 Lê Văn Linh,27000,1200,62e1f336a8246413de0ab861
338,1659034351895,1659034351902,"83 Hàng Điếu, Cửa Đông, Hoàn Kiếm, Hà Nội, Việt Nam",C338,75600,21.0319939,105.8468804,Circle K Hàng Điếu,25200,1100,62e2daeffb8c560e0ddb093c
197,1658981398729,1658981398737,"100 Đường Nguyễn Sơn, Ngọc Lâm, Long Biên, Hà Nội",C197,79200,21.0473163,105.8770613,WinMart+ 100 Nguyễn Sơn,28800,1250,62e20c16a8246413de0abfba
76,1658973245821,1658973245842,"A1 Vinhomes Gardenia, đường Hàm Nghi, Phường Cầu Diễn, Quận Nam Từ Liêm, Thành Phố Hà Nội",C76,73800,21.0359641,105.7600969,WinMart Gardenia,27000,1200,62e1ec3da8246413de0ab6bf
303,1659031609856,1659031609864,"144 P. Hồng Mai, Bạch Mai, Hai Bà Trưng, Hà Nội, Việt Nam",C303,75600,20.9988981,105.8530086,Circle K 144 Hồng Mai,25200,1100,62e2d039fb8c560e0ddb06a3
246,1658997513904,1658997513911,"601 Phố Kim Ngưu, Vĩnh Tuy, Hai Bà Trưng, Hà Nội",C246,79200,20.9981624,105.8623923,WinMart+ 601 Kim Ngưu,27000,1100,62e24b09a8246413de0ac55b
313,1659031888056,1659031888067,"1A Đầm Trấu, Bạch Đằng, Hai Bà Trưng, Hà Nội, Việt Nam",C313,75600,21.0119554,105.8652486,Circle K 1A Đầm Trấu,25200,1100,62e2d14ffb8c560e0ddb0761
166,1658980094377,1658980094388,"304 Đ. Hoàng Mai, Hoàng Văn Thụ, Hai Bà Trưng, Hà Nội, Việt Nam",C166,79200,20.9874811,105.8585823,WinMart+ 304 Hoàng Mai,28800,1250,62e206fea8246413de0abd6d
40,1658900279341,1658900279355,"140 Đốc Ngữ, Phường Vĩnh Phúc, Quận Ba Đình, Thành phố Hà Nội",C40,73800,21.0382448,105.8128237,WinMart+ 140 Đốc Ngữ,27000,1200,62e0cf362c553306621a2540
182,1658980812020,1658980812029,"182 Phố Đại Từ, Đại Từ, Đại Kim, Hoàng Mai, Hà Nội",C182,79200,20.9711174,105.8335134,WinMart+ 182 Đại Từ,28800,1250,62e209cba8246413de0abe9d
358,1659037029033,1659037029039,"194 Phạm Văn Đồng, Tổ 1, P, Cầu Giấy, Hà Nội, Việt Nam",C358,79200,21.0465783,105.7809096,Điện máy xanh - 194 Phạm Văn Đồng,28800,2100,62e2e564fb8c560e0ddb0ab8
124,1658976667459,1658976667471,"158 P. Thái Thịnh, Thịnh Quang, Đống Đa, Hà Nội, Việt Nam",C124,79200,21.012307,105.816945,WinMart+ 158 Thái Thịnh,28800,1250,62e1f99ba8246413de0aba4f
67,1658972665186,1658972665206,"1 Nguyễn Huy Tưởng, Thanh Xuân Trung, Thanh Xuân, Hà Nội, Việt Nam",C67,73800,20.999531,105.8074389,WinMart Vũ Trọng Phụng,27000,1200,62e1e9f8a8246413de0ab614
130,1658976902113,1658976902121,"166 P. Kim Hoa, Phương Liên, Đống Đa, Hà Nội, Việt Nam",C130,79200,21.0111212,105.8378198,WinMart+ 166 Kim Hoa,28800,1250,62e1fa85a8246413de0abac1
300,1659031511553,1659031511564,"288 Giải Phóng, Phương Liệt, Thanh Xuân, Hà Nội, Việt Nam",C300,75600,20.991114,105.8407034,Circle K Giải Phóng,25200,1100,62e2cfd7fb8c560e0ddb066a
53,1658901064071,1658901064085,"102 Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội",C53,74700,21.0165329,105.805732,WinMart+ 102 Nguyễn Chí Thanh,27900,1100,62e0d2472c553306621a278a
270,1658998290265,1658998290274,"46 Tăng Thiết Giáp, Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",C270,79200,21.0574729,105.7809538,WinMart+ 46 Tăng Thiết Giáp,27000,1100,62e24e12a8246413de0ac723
346,1659034964807,1659034964817,"126 P. Nam Cao, Giảng Võ, Ba Đình, Hà Nội, Việt Nam",C346,75600,21.030116,105.822275,Circle k - 126 Nam Cao,25200,1100,62e2dd54fb8c560e0ddb09d4
336,1659034192843,1659034192853,"79 P. Hà Trung, Hàng Bông, Hoàn Kiếm, Hà Nội, Việt Nam",C336,75600,21.0299461,105.8450038,Circle K - 79 P. Hà Trung,25200,1100,62e2da50fb8c560e0ddb0916
206,1658996003586,1658996003593,"195 Hoa Lâm, Trường Lâm, Việt Hưng, Long Biên, Hà Nội",C206,79200,21.0552682,105.8967376,WinMart+ 195 Hoa Lâm,27000,1300,62e24523a8246413de0ac155
