id,created_at,updated_at,capacity,code,delivery_after_time,delivery_before_time,delivery_mode,intend_receive_time,order_value,time_service,time_loading,weight,customer_id,depot_id,dx_code
240,1660216972363,1660216973601,0.45,O240,27000,73800,STANDARD,,6602500,300,300,124.1,38,,62f4e68c79e9de3d24dbd77f
241,1660216990279,1660216991031,0.68,O241,27000,73800,STANDARD,,2282500,300,300,52.1,39,,62f4e69e79e9de3d24dbd794
242,1660217001256,1660217002102,0.68,O242,27000,73800,STANDARD,,2282500,300,300,52.1,40,,62f4e6a979e9de3d24dbd7a8
41,1660186413520,1660186414190,0.68,O41,27000,73800,STANDARD,,5240000,300,300,106.0,41,,62f46f2d075eaf223f75db22
42,1660186421764,1660186422440,0.68,O42,27900,74700,STANDARD,,5240000,300,300,106.0,42,,62f46f35075eaf223f75db36
43,1660186429797,1660186430460,0.68,O43,27900,74700,STANDARD,,5240000,300,300,106.0,43,,62f46f3d075eaf223f75db4a
44,1660186437261,1660186437923,0.68,O44,27900,74700,STANDARD,,5240000,300,300,106.0,44,,62f46f45075eaf223f75db5e
45,1660186445240,1660186445903,0.68,O45,27900,74700,STANDARD,,5240000,300,300,106.0,45,,62f46f4d075eaf223f75db72
46,1660186452830,1660186453494,0.68,O46,27900,74700,STANDARD,,5240000,300,300,106.0,46,,62f46f54075eaf223f75db86
47,1660186460478,1660186461150,0.68,O47,27900,74700,STANDARD,,5240000,300,300,106.0,47,,62f46f5c075eaf223f75db9a
48,1660186467558,1660186468242,0.68,O48,27900,74700,STANDARD,,5240000,300,300,106.0,48,,62f46f63075eaf223f75dbae
49,1660186477377,1660186478041,0.68,O49,27900,74700,STANDARD,,5240000,300,300,106.0,49,,62f46f6d075eaf223f75dbc2
50,1660186485003,1660186485672,0.68,O50,27900,74700,STANDARD,,5240000,300,300,106.0,50,,62f46f74075eaf223f75dbd6
51,1660186492625,1660186493299,0.68,O51,27900,74700,STANDARD,,5240000,300,300,106.0,51,,62f46f7c075eaf223f75dbea
52,1660186499831,1660186500510,0.68,O52,27900,74700,STANDARD,,5240000,300,300,106.0,52,,62f46f83075eaf223f75dbfe
53,1660186508456,1660186509121,0.68,O53,27900,74700,STANDARD,,5240000,300,300,106.0,53,,62f46f8c075eaf223f75dc12
54,1660186520063,1660186520726,0.68,O54,27900,74700,STANDARD,,5240000,300,300,106.0,54,,62f46f97075eaf223f75dc26
55,1660186537992,1660186538711,0.68,O55,27900,74700,STANDARD,,5240000,300,300,106.0,55,,62f46fa9075eaf223f75dc3a
56,1660186545619,1660186546316,0.68,O56,27900,74700,STANDARD,,5240000,300,300,106.0,56,,62f46fb1075eaf223f75dc4e
57,1660186550426,1660186551105,0.68,O57,27900,74700,STANDARD,,5240000,300,300,106.0,57,,62f46fb6075eaf223f75dc62
58,1660186559645,1660186560313,0.68,O58,27900,74700,STANDARD,,5240000,300,300,106.0,58,,62f46fbf075eaf223f75dc76
59,1660186563811,1660186564471,0.68,O59,27900,74700,STANDARD,,5240000,300,300,106.0,59,,62f46fc3075eaf223f75dc8a
60,1660186568311,1660186568985,0.68,O60,27900,74700,STANDARD,,5240000,300,300,106.0,60,,62f46fc8075eaf223f75dc9e
61,1660186581487,1660186582148,0.68,O61,27000,73800,STANDARD,,5240000,300,300,106.0,62,,62f46fd5075eaf223f75dcb2
62,1660186591379,1660186592041,0.68,O62,27000,73800,STANDARD,,5240000,300,300,106.0,63,,62f46fdf075eaf223f75dcc6
63,1660186599719,1660186600390,0.68,O63,27000,73800,STANDARD,,5240000,300,300,106.0,64,,62f46fe7075eaf223f75dcda
64,1660186606705,1660186607404,0.68,O64,27000,73800,STANDARD,,5240000,300,300,106.0,65,,62f46fee075eaf223f75dcee
65,1660186615571,1660186616245,0.68,O65,27000,73800,STANDARD,,5240000,300,300,106.0,66,,62f46ff7075eaf223f75dd02
66,1660186623500,1660186624178,0.68,O66,27000,73800,STANDARD,,5240000,300,300,106.0,67,,62f46fff075eaf223f75dd16
67,1660186633696,1660186634382,0.68,O67,27000,73800,STANDARD,,5240000,300,300,106.0,68,,62f47009075eaf223f75dd2a
68,1660186645037,1660186645712,0.68,O68,27000,73800,STANDARD,,5240000,300,300,106.0,69,,62f47014075eaf223f75dd3e
69,1660186654326,1660186654987,0.68,O69,27000,73800,STANDARD,,5240000,300,300,106.0,70,,62f4701e075eaf223f75dd52
70,1660186664386,1660186665067,0.68,O70,27000,73800,STANDARD,,5240000,300,300,106.0,71,,62f47028075eaf223f75dd66
71,1660186673511,1660186674190,0.68,O71,27000,73800,STANDARD,,5240000,300,300,106.0,72,,62f47031075eaf223f75dd7a
72,1660186682555,1660186683234,0.68,O72,27000,73800,STANDARD,,5240000,300,300,106.0,73,,62f4703a075eaf223f75dd8e
73,1660186691819,1660186692487,0.68,O73,27000,73800,STANDARD,,5240000,300,300,106.0,74,,62f47043075eaf223f75dda2
74,1660186699758,1660186700426,0.68,O74,27000,73800,STANDARD,,5240000,300,300,106.0,75,,62f4704b075eaf223f75ddb6
75,1660186707290,1660186707969,0.68,O75,27000,73800,STANDARD,,5240000,300,300,106.0,76,,62f47053075eaf223f75ddca
76,1660186711965,1660186712659,0.68,O76,27000,73800,STANDARD,,5240000,300,300,106.0,77,,62f47057075eaf223f75ddde
77,1660186719923,1660186720592,0.68,O77,27000,73800,STANDARD,,5240000,300,300,106.0,78,,62f4705f075eaf223f75ddf2
78,1660186728916,1660186729595,0.68,O78,27000,73800,STANDARD,,5240000,300,300,106.0,79,,62f47068075eaf223f75de06
79,1660186740160,1660186740831,0.68,O79,27000,73800,STANDARD,,5240000,300,300,106.0,80,,62f47073075eaf223f75de1a
80,1660186747640,1660186748320,0.45,O80,27000,73800,STANDARD,,5240000,300,300,106.0,81,,62f4707b075eaf223f75de2e
81,1660186754764,1660186755436,0.45,O81,27000,73800,STANDARD,,5240000,300,300,106.0,82,,62f47082075eaf223f75de42
82,1660186762396,1660186763073,0.45,O82,27000,73800,STANDARD,,5240000,300,300,106.0,83,,62f4708a075eaf223f75de56
83,1660186770009,1660186770680,0.45,O83,27000,73800,STANDARD,,5240000,300,300,106.0,84,,62f47091075eaf223f75de6a
84,1660186775090,1660186775769,0.45,O84,27000,73800,STANDARD,,5240000,300,300,106.0,85,,62f47096075eaf223f75de7e
85,1660186779564,1660186780242,0.45,O85,27000,73800,STANDARD,,5240000,300,300,106.0,86,,62f4709b075eaf223f75de92
288,1660217295907,1660217296628,0.68,O288,27000,73800,STANDARD,,2282500,300,300,52.1,93,,62f4e7cf79e9de3d24dbdb40
86,1660186794930,1660186795599,0.45,O86,27000,73800,STANDARD,,5240000,300,300,106.0,94,,62f470aa075eaf223f75dea6
87,1660186806091,1660186806757,0.45,O87,27000,73800,STANDARD,,5240000,300,300,106.0,95,,62f470b5075eaf223f75deba
291,1660217308026,1660217308739,0.68,O291,27000,73800,STANDARD,,2282500,300,300,52.1,96,,62f4e7db79e9de3d24dbdb7c
88,1660186817576,1660186818251,0.45,O88,27000,73800,STANDARD,,5240000,300,300,106.0,98,,62f470c1075eaf223f75dece
89,1660186834019,1660186834688,0.45,O89,27000,73800,STANDARD,,5240000,300,300,106.0,101,,62f470d1075eaf223f75dee2
90,1660186843005,1660186843737,0.45,O90,27000,73800,STANDARD,,5240000,300,300,106.0,102,,62f470da075eaf223f75def6
91,1660186856141,1660186856827,0.45,O91,27000,73800,STANDARD,,5240000,300,300,106.0,103,,62f470e7075eaf223f75df0a
92,1660186891834,1660186892502,0.45,O92,27000,73800,STANDARD,,5240000,300,300,106.0,109,,62f4710b075eaf223f75df1e
93,1660186901445,1660186902118,0.45,O93,27000,73800,STANDARD,,5240000,300,300,106.0,110,,62f47115075eaf223f75df32
94,1660186909683,1660186910353,0.45,O94,27000,73800,STANDARD,,5240000,300,300,106.0,111,,62f4711d075eaf223f75df46
95,1660186924746,1660186925444,0.45,O95,27000,73800,STANDARD,,5240000,300,300,106.0,117,,62f4712c075eaf223f75df5a
96,1660186935802,1660186936459,0.45,O96,27000,73800,STANDARD,,5240000,300,300,106.0,119,,62f47137075eaf223f75df6e
97,1660186942080,1660186942746,0.45,O97,27000,73800,STANDARD,,5240000,300,300,106.0,120,,62f4713d075eaf223f75df82
98,1660186951270,1660186951974,0.45,O98,27000,73800,STANDARD,,5240000,300,300,106.0,121,,62f47147075eaf223f75df96
99,1660186964651,1660186965415,0.45,O99,27000,73800,STANDARD,,5240000,300,300,106.0,122,,62f47154075eaf223f75dfaa
100,1660186968682,1660186969366,0.45,O100,27000,73800,STANDARD,,5240000,300,300,106.0,123,,62f47158075eaf223f75dfbe
101,1660186972286,1660186972988,0.45,O101,28800,79200,STANDARD,,5240000,300,300,106.0,124,,62f4715c075eaf223f75dfd2
102,1660186976175,1660186976856,0.45,O102,28800,79200,STANDARD,,5240000,300,300,106.0,125,,62f4715f075eaf223f75dfe6
103,1660186979623,1660186980326,0.45,O103,28800,79200,STANDARD,,5240000,300,300,106.0,126,,62f47163075eaf223f75dffa
104,1660186983115,1660186983790,0.45,O104,28800,79200,STANDARD,,5240000,300,300,106.0,127,,62f47166075eaf223f75e00e
105,1660186986910,1660186987567,0.45,O105,28800,79200,STANDARD,,5240000,300,300,106.0,128,,62f4716a075eaf223f75e022
106,1660186990886,1660186991569,0.45,O106,28800,79200,STANDARD,,5240000,300,300,106.0,129,,62f4716e075eaf223f75e036
107,1660186995655,1660186996316,0.45,O107,28800,79200,STANDARD,,5240000,300,300,106.0,130,,62f47173075eaf223f75e04a
108,1660187000538,1660187001237,0.45,O108,28800,79200,STANDARD,,5240000,300,300,106.0,131,,62f47178075eaf223f75e05e
109,1660187005225,1660187005908,0.45,O109,28800,79200,STANDARD,,5240000,300,300,106.0,132,,62f4717d075eaf223f75e072
110,1660187009173,1660187009845,0.45,O110,28800,79200,STANDARD,,5240000,300,300,106.0,133,,62f47180075eaf223f75e086
111,1660187013095,1660187013760,0.45,O111,28800,79200,STANDARD,,5240000,300,300,106.0,134,,62f47184075eaf223f75e09a
112,1660187020238,1660187020983,0.45,O112,28800,79200,STANDARD,,5240000,300,300,106.0,135,,62f4718c075eaf223f75e0ae
113,1660187024110,1660187024812,0.45,O113,28800,79200,STANDARD,,5240000,300,300,106.0,136,,62f4718f075eaf223f75e0c2
114,1660187028076,1660187028750,0.45,O114,28800,79200,STANDARD,,5240000,300,300,106.0,137,,62f47193075eaf223f75e0d6
313,1660217537097,1660217537854,0.68,O313,27000,79200,STANDARD,,2282500,300,300,52.1,262,,62f4e8c079e9de3d24dbdd35
440,1660446628024,1660446628700,0.4,O440,28800,79200,STANDARD,,1613500,300,300,35.9,361,,62f867a34d239d4ff2f5129c
441,1660446635981,1660446636642,0.4,O441,28800,79200,STANDARD,,1613500,300,300,35.9,362,,62f867ab4d239d4ff2f512b0
442,1660446640721,1660446641376,0.4,O442,28800,79200,STANDARD,,1613500,300,300,35.9,363,,62f867b04d239d4ff2f512c4
443,1660446648556,1660446649217,0.4,O443,28800,79200,STANDARD,,1613500,300,300,35.9,364,,62f867b84d239d4ff2f512d8
445,1660446707522,1660446708195,0.4,O445,28800,79200,STANDARD,,1613500,300,300,35.9,366,,62f867f34d239d4ff2f51300
216,1660216740774,1660216741986,0.45,O216,28800,75600,STANDARD,,6602500,300,300,124.1,6,,62f4e5a479e9de3d24dbd587
221,1660216770051,1660216771283,0.45,O221,28800,75600,STANDARD,,6602500,300,300,124.1,11,,62f4e5c179e9de3d24dbd5f0
255,1660217095994,1660217096669,0.68,O255,27900,74700,STANDARD,,2282500,300,300,52.1,53,,62f4e70779e9de3d24dbd8ac
290,1660217304658,1660217305389,0.68,O290,27000,73800,STANDARD,,2282500,300,300,52.1,95,,62f4e7d879e9de3d24dbdb68
259,1660217113466,1660217114205,0.68,O259,27900,74700,STANDARD,,2282500,300,300,52.1,57,,62f4e71979e9de3d24dbd8fc
212,1660216704522,1660216706097,0.45,O212,28800,75600,STANDARD,,7025000,300,300,130.6,2,,62f4e58079e9de3d24dbd533
268,1660217167047,1660217167752,0.68,O268,27000,73800,STANDARD,,2282500,300,300,52.1,67,,62f4e74e79e9de3d24dbd9b0
260,1660217118811,1660217119579,0.68,O260,27900,74700,STANDARD,,2282500,300,300,52.1,58,,62f4e71e79e9de3d24dbd910
264,1660217147209,1660217148124,0.68,O264,27000,73800,STANDARD,,2282500,300,300,52.1,63,,62f4e73a79e9de3d24dbd960
275,1660217213637,1660217214342,0.68,O275,27000,73800,STANDARD,,2282500,300,300,52.1,74,,62f4e77d79e9de3d24dbda3c
223,1660216785805,1660216787040,0.45,O223,28800,75600,STANDARD,,6602500,300,300,124.1,13,,62f4e5d179e9de3d24dbd61a
243,1660217004667,1660217005476,0.68,O243,27000,73800,STANDARD,,2282500,300,300,52.1,41,,62f4e6ac79e9de3d24dbd7bc
285,1660217276387,1660217277080,0.68,O285,27000,73800,STANDARD,,2282500,300,300,52.1,84,,62f4e7bc79e9de3d24dbdb04
220,1660216764352,1660216765570,0.45,O220,28800,75600,STANDARD,,6602500,300,300,124.1,10,,62f4e5bc79e9de3d24dbd5db
262,1660217125310,1660217125988,0.68,O262,27900,74700,STANDARD,,2282500,300,300,52.1,60,,62f4e72579e9de3d24dbd938
252,1660217072759,1660217073454,0.68,O252,27900,74700,STANDARD,,2282500,300,300,52.1,50,,62f4e6f079e9de3d24dbd870
280,1660217251274,1660217251989,0.68,O280,27000,73800,STANDARD,,2282500,300,300,52.1,79,,62f4e7a379e9de3d24dbdaa0
213,1660216723605,1660216724993,0.45,O213,28800,75600,STANDARD,,6602500,300,300,124.1,3,,62f4e59379e9de3d24dbd548
224,1660216793072,1660216794284,0.45,O224,28800,75600,STANDARD,,6602500,300,300,124.1,14,,62f4e5d879e9de3d24dbd62f
211,1660216676130,1660216676964,0.6,O211,28800,75600,STANDARD,,6180000,300,300,117.6,1,,62f4e56379e9de3d24dbd51f
277,1660217229042,1660217229805,0.68,O277,27000,73800,STANDARD,,2282500,300,300,52.1,76,,62f4e78c79e9de3d24dbda64
314,1660217537130,1660217537875,0.68,O314,27000,79200,STANDARD,,2282500,300,300,52.1,262,,62f4e8c079e9de3d24dbdd48
276,1660217220974,1660217221657,0.68,O276,27000,73800,STANDARD,,2282500,300,300,52.1,75,,62f4e78479e9de3d24dbda50
271,1660217189710,1660217190463,0.68,O271,27000,73800,STANDARD,,2282500,300,300,52.1,70,,62f4e76579e9de3d24dbd9ec
265,1660217150086,1660217150799,0.68,O265,27000,73800,STANDARD,,2282500,300,300,52.1,64,,62f4e73d79e9de3d24dbd974
246,1660217024682,1660217025533,0.68,O246,27900,74700,STANDARD,,2282500,300,300,52.1,44,,62f4e6c079e9de3d24dbd7f8
245,1660217018000,1660217018700,0.68,O245,27900,74700,STANDARD,,2282500,300,300,52.1,43,,62f4e6b979e9de3d24dbd7e4
214,1660216732499,1660216733853,0.45,O214,28800,75600,STANDARD,,6602500,300,300,124.1,4,,62f4e59c79e9de3d24dbd55d
273,1660217200115,1660217200804,0.68,O273,27000,73800,STANDARD,,2282500,300,300,52.1,72,,62f4e76f79e9de3d24dbda14
217,1660216749898,1660216751149,0.45,O217,28800,75600,STANDARD,,6602500,300,300,124.1,7,,62f4e5ad79e9de3d24dbd59c
244,1660217010689,1660217011422,0.68,O244,27900,74700,STANDARD,,2282500,300,300,52.1,42,,62f4e6b279e9de3d24dbd7d0
267,1660217159274,1660217159996,0.68,O267,27000,73800,STANDARD,,2282500,300,300,52.1,66,,62f4e74779e9de3d24dbd99c
249,1660217046779,1660217047475,0.68,O249,27900,74700,STANDARD,,2282500,300,300,52.1,47,,62f4e6d679e9de3d24dbd834
261,1660217121705,1660217122414,0.68,O261,27900,74700,STANDARD,,2282500,300,300,52.1,59,,62f4e72179e9de3d24dbd924
257,1660217102238,1660217102928,0.68,O257,27900,74700,STANDARD,,2282500,300,300,52.1,55,,62f4e70e79e9de3d24dbd8d4
289,1660217301819,1660217302521,0.68,O289,27000,73800,STANDARD,,2282500,300,300,52.1,94,,62f4e7d579e9de3d24dbdb54
248,1660217038256,1660217038942,0.68,O248,27900,74700,STANDARD,,2282500,300,300,52.1,46,,62f4e6ce79e9de3d24dbd820
219,1660216761073,1660216762355,0.45,O219,28800,75600,STANDARD,,6602500,300,300,124.1,9,,62f4e5b879e9de3d24dbd5c6
270,1660217178872,1660217179685,0.68,O270,27000,73800,STANDARD,,2282500,300,300,52.1,69,,62f4e75a79e9de3d24dbd9d8
286,1660217279472,1660217280201,0.68,O286,27000,73800,STANDARD,,2282500,300,300,52.1,85,,62f4e7bf79e9de3d24dbdb18
256,1660217099407,1660217100118,0.68,O256,27900,74700,STANDARD,,2282500,300,300,52.1,54,,62f4e70b79e9de3d24dbd8c0
225,1660216801223,1660216802460,0.45,O225,28800,75600,STANDARD,,6602500,300,300,124.1,15,,62f4e5e079e9de3d24dbd644
287,1660217283183,1660217283906,0.68,O287,27000,73800,STANDARD,,2282500,300,300,52.1,86,,62f4e7c379e9de3d24dbdb2c
253,1660217081401,1660217082103,0.68,O253,27900,74700,STANDARD,,2282500,300,300,52.1,51,,62f4e6f979e9de3d24dbd884
266,1660217152745,1660217153421,0.68,O266,27000,73800,STANDARD,,2282500,300,300,52.1,65,,62f4e74079e9de3d24dbd988
